,Name,Line_Category,Line,over_under,league,no_vig_prob
1486,Bryan Reynolds,batter_home_runs,0.5,Under,MLB,0.5185070943861814
1487,Jack Suwinski,batter_home_runs,0.5,Over,MLB,0.40534096328087743
1488,Jack Suwinski,batter_home_runs,0.5,Under,MLB,0.5946590367191226
1489,Henry Davis,batter_home_runs,0.5,Over,MLB,0.30904571914448303
1490,Henry Davis,batter_home_runs,0.5,Under,MLB,0.690954280855517
1491,Oliver Dunn,batter_home_runs,0.5,Over,MLB,0.6066835895004046
1492,Oliver Dunn,batter_home_runs,0.5,Under,MLB,0.3933164104995955
1493,Jackson Chourio,batter_home_runs,0.5,Over,MLB,0.4272363150867824
1494,Jackson Chourio,batter_home_runs,0.5,Under,MLB,0.5727636849132176
1603,Andrew McCutchen,batter_total_bases,0.5,Over,MLB,0.4625121713729309
1604,Andrew McCutchen,batter_total_bases,0.5,Under,MLB,0.5362777198987945
1605,Rowdy Tellez,batter_total_bases,0.5,Over,MLB,0.4637222801012055
1606,Rowdy Tellez,batter_total_bases,0.5,Under,MLB,0.49202068239124186
1607,Willy Adames,batter_total_bases,0.5,Over,MLB,0.5079793176087581
1608,Willy Adames,batter_total_bases,0.5,Under,MLB,0.43600675730029764
1609,Rhys Hoskins,batter_total_bases,0.5,Over,MLB,0.5639932426997023
1610,Rhys Hoskins,batter_total_bases,0.5,Under,MLB,0.458997672069223
1611,Connor Joe,batter_total_bases,0.5,Over,MLB,0.541002327930777
1612,Connor Joe,batter_total_bases,0.5,Under,MLB,0.5276162790697675
1613,William Contreras,batter_total_bases,1.5,Over,MLB,0.4723837209302325
1614,William Contreras,batter_total_bases,1.5,Under,MLB,0.5777746239000852
1615,Blake Perkins,batter_total_bases,0.5,Over,MLB,0.4222253760999148
1616,Blake Perkins,batter_total_bases,0.5,Under,MLB,0.5538854225751559
1617,Ke'Bryan Hayes,batter_total_bases,1.5,Over,MLB,0.44611457742484406
1618,Ke'Bryan Hayes,batter_total_bases,1.5,Under,MLB,0.4798491101367036
1619,Oneil Cruz,batter_total_bases,1.5,Over,MLB,0.5201508898632963
1620,Oneil Cruz,batter_total_bases,1.5,Under,MLB,0.46693386773547096
1621,Bryan Reynolds,batter_total_bases,1.5,Over,MLB,0.533066132264529
1622,Bryan Reynolds,batter_total_bases,1.5,Under,MLB,0.4941490357610935
1623,Brice Turang,batter_total_bases,0.5,Over,MLB,0.5058509642389066
1624,Brice Turang,batter_total_bases,0.5,Under,MLB,0.552675920725347
1625,Jack Suwinski,batter_total_bases,1.5,Over,MLB,0.447324079274653
1626,Jack Suwinski,batter_total_bases,1.5,Under,MLB,0.5480678308012356
1627,Jared Triolo,batter_total_bases,0.5,Over,MLB,0.4519321691987644
1628,Jared Triolo,batter_total_bases,0.5,Under,MLB,0.552675920725347
1629,Henry Davis,batter_total_bases,0.5,Over,MLB,0.447324079274653
1630,Henry Davis,batter_total_bases,0.5,Under,MLB,0.5242091672046482
1631,Sal Frelick,batter_total_bases,0.5,Over,MLB,0.47579083279535184
1632,Sal Frelick,batter_total_bases,0.5,Under,MLB,0.45454545454545453
1633,Oliver Dunn,batter_total_bases,0.5,Over,MLB,0.5454545454545454
1634,Oliver Dunn,batter_total_bases,0.5,Under,MLB,0.5069767441860465
1635,Joey Ortiz,batter_total_bases,0.5,Over,MLB,0.4930232558139535
1636,Joey Ortiz,batter_total_bases,0.5,Under,MLB,0.5844784714042666
1637,Jackson Chourio,batter_total_bases,0.5,Over,MLB,0.41552152859573355
1638,Jackson Chourio,batter_total_bases,0.5,Under,MLB,0.5795721528378879
1639,Joe Ross,pitcher_earned_runs,2.5,Over,MLB,0.17580369622612205
1640,Joe Ross,pitcher_earned_runs,2.5,Under,MLB,0.7822277118874246
1641,Jared Jones,pitcher_earned_runs,1.5,Over,MLB,0.2177722881125755
1642,Jared Jones,pitcher_earned_runs,1.5,Under,MLB,0.8162965529437665
1643,Joe Ross,pitcher_hits_allowed,5.5,Over,MLB,0.10689782511515812
1644,Joe Ross,pitcher_hits_allowed,5.5,Under,MLB,0.8006524102935846
1645,Jared Jones,pitcher_hits_allowed,4.5,Over,MLB,0.19934758970641536
1646,Jared Jones,pitcher_hits_allowed,4.5,Under,MLB,0.8258892946098227
1647,Joe Ross,pitcher_hits_allowed,5.5,Over,MLB,0.5028571428571429
1648,Joe Ross,pitcher_hits_allowed,5.5,Under,MLB,0.5213483146067416
1649,Jared Jones,pitcher_hits_allowed,4.5,Over,MLB,0.47865168539325836
1650,Jared Jones,pitcher_hits_allowed,4.5,Under,MLB,0.6106870229007634
1661,Joe Ross,pitcher_strikeouts,5.5,Over,MLB,0.4286756658153958
1662,Joe Ross,pitcher_strikeouts,5.5,Under,MLB,0.5713243341846043
1663,Jared Jones,pitcher_strikeouts,6.5,Over,MLB,0.39466468191789406
1664,Jared Jones,pitcher_strikeouts,6.5,Under,MLB,0.6053353180821059
1665,Mark Canha,batter_home_runs,0.5,Over,MLB,0.8727917884098534
1666,Mark Canha,batter_home_runs,0.5,Under,MLB,0.12720821159014656
1667,Niko Goodrum,batter_home_runs,0.5,Over,MLB,0.8702389057611248
1668,Niko Goodrum,batter_home_runs,0.5,Under,MLB,0.12976109423887516
1669,Javier Baez,batter_home_runs,0.5,Over,MLB,0.8651268650425694
1670,Javier Baez,batter_home_runs,0.5,Under,MLB,0.13487313495743067
1671,Carson Kelly,batter_home_runs,0.5,Over,MLB,0.8847978419226843
1672,Carson Kelly,batter_home_runs,0.5,Under,MLB,0.11520215807731572
1673,Harold Ramirez,batter_home_runs,0.5,Over,MLB,0.8034747935061236
1674,Harold Ramirez,batter_home_runs,0.5,Under,MLB,0.19652520649387636
1675,Yandy Diaz,batter_home_runs,0.5,Over,MLB,0.8062946138870863
1676,Yandy Diaz,batter_home_runs,0.5,Under,MLB,0.1937053861129137
1677,Rene Pinto,batter_home_runs,0.5,Over,MLB,0.8819260453864762
1678,Rene Pinto,batter_home_runs,0.5,Under,MLB,0.1180739546135238
1679,Matt Vierling,batter_home_runs,0.5,Over,MLB,0.711649184679441
1680,Matt Vierling,batter_home_runs,0.5,Under,MLB,0.2883508153205589
1681,Randy Arozarena,batter_home_runs,0.5,Over,MLB,0.5141129032258065
1682,Randy Arozarena,batter_home_runs,0.5,Under,MLB,0.4858870967741936
1683,Isaac Paredes,batter_home_runs,0.5,Over,MLB,0.6121444657602803
1684,Isaac Paredes,batter_home_runs,0.5,Under,MLB,0.3878555342397198
1685,Jose Caballero,batter_home_runs,0.5,Over,MLB,0.5361216730038023
1686,Jose Caballero,batter_home_runs,0.5,Under,MLB,0.4638783269961977
1687,Parker Meadows,batter_home_runs,0.5,Over,MLB,0.5436507936507936
1688,Parker Meadows,batter_home_runs,0.5,Under,MLB,0.45634920634920634
1689,Spencer Torkelson,batter_home_runs,0.5,Over,MLB,0.5692883895131087
1690,Spencer Torkelson,batter_home_runs,0.5,Under,MLB,0.43071161048689144
1691,Kerry Carpenter,batter_home_runs,0.5,Over,MLB,0.4781567080045096
1692,Kerry Carpenter,batter_home_runs,0.5,Under,MLB,0.5218432919954904
1693,Riley Greene,batter_home_runs,0.5,Over,MLB,0.4964788732394366
1694,Riley Greene,batter_home_runs,0.5,Under,MLB,0.5035211267605634
1808,Mark Canha,batter_total_bases,1.5,Over,MLB,0.5279583875162549
1809,Mark Canha,batter_total_bases,1.5,Under,MLB,0.4720416124837452
1810,Niko Goodrum,batter_total_bases,0.5,Over,MLB,0.4806617482673821
1811,Niko Goodrum,batter_total_bases,0.5,Under,MLB,0.5193382517326179
1812,Javier Baez,batter_total_bases,0.5,Over,MLB,0.5419979260283443
1813,Javier Baez,batter_total_bases,0.5,Under,MLB,0.45800207397165577
1814,Carson Kelly,batter_total_bases,0.5,Over,MLB,0.5545148181187431
1815,Carson Kelly,batter_total_bases,0.5,Under,MLB,0.44548518188125685
1816,Harold Ramirez,batter_total_bases,1.5,Over,MLB,0.4696914981427982
1817,Harold Ramirez,batter_total_bases,1.5,Under,MLB,0.5303085018572018
1818,Amed Rosario,batter_total_bases,1.5,Over,MLB,0.4978260869565217
1819,Amed Rosario,batter_total_bases,1.5,Under,MLB,0.5021739130434782
1820,Yandy Diaz,batter_total_bases,1.5,Over,MLB,0.5726362416944817
1821,Yandy Diaz,batter_total_bases,1.5,Under,MLB,0.4273637583055183
1822,Rene Pinto,batter_total_bases,0.5,Over,MLB,0.49865229110512127
1823,Rene Pinto,batter_total_bases,0.5,Under,MLB,0.5013477088948787
1824,Matt Vierling,batter_total_bases,1.5,Over,MLB,0.43694311172035644
1825,Matt Vierling,batter_total_bases,1.5,Under,MLB,0.5630568882796436
1826,Randy Arozarena,batter_total_bases,0.5,Over,MLB,0.46100490610725764
1827,Randy Arozarena,batter_total_bases,0.5,Under,MLB,0.5389950938927424
1828,Isaac Paredes,batter_total_bases,0.5,Over,MLB,0.4759940251796002
1829,Isaac Paredes,batter_total_bases,0.5,Under,MLB,0.5240059748203998
1830,Buddy Kennedy,batter_total_bases,0.5,Over,MLB,0.4823518653986832
1831,Buddy Kennedy,batter_total_bases,0.5,Under,MLB,0.5176481346013168
1832,Jose Caballero,batter_total_bases,0.5,Over,MLB,0.45567610478962695
1833,Jose Caballero,batter_total_bases,0.5,Under,MLB,0.5443238952103732
1834,Parker Meadows,batter_total_bases,0.5,Over,MLB,0.4028425293079256
1835,Parker Meadows,batter_total_bases,0.5,Under,MLB,0.5971574706920744
1836,Spencer Torkelson,batter_total_bases,1.5,Over,MLB,0.43352601156069365
1837,Spencer Torkelson,batter_total_bases,1.5,Under,MLB,0.5664739884393063
1838,Kerry Carpenter,batter_total_bases,1.5,Over,MLB,0.5324074074074073
1839,Kerry Carpenter,batter_total_bases,1.5,Under,MLB,0.46759259259259256
1840,Riley Greene,batter_total_bases,1.5,Over,MLB,0.5404316426400468
1841,Riley Greene,batter_total_bases,1.5,Under,MLB,0.45956835735995316
1842,Zack Littell,pitcher_earned_runs,2.5,Over,MLB,0.5298191612158524
1843,Zack Littell,pitcher_earned_runs,2.5,Under,MLB,0.47018083878414774
1844,Tarik Skubal,pitcher_earned_runs,1.5,Over,MLB,0.46750219006979965
1845,Tarik Skubal,pitcher_earned_runs,1.5,Under,MLB,0.5324978099302003
1846,Zack Littell,pitcher_hits_allowed,5.5,Over,MLB,0.5093457943925234
1847,Zack Littell,pitcher_hits_allowed,5.5,Under,MLB,0.4906542056074767
1848,Tarik Skubal,pitcher_hits_allowed,4.5,Over,MLB,0.4762886597938145
1849,Tarik Skubal,pitcher_hits_allowed,4.5,Under,MLB,0.5237113402061855
1850,Zack Littell,pitcher_hits_allowed,5.5,Over,MLB,0.5192307692307693
1851,Zack Littell,pitcher_hits_allowed,5.5,Under,MLB,0.4807692307692308
1852,Tarik Skubal,pitcher_hits_allowed,4.5,Over,MLB,0.5626591727408449
1853,Tarik Skubal,pitcher_hits_allowed,4.5,Under,MLB,0.4373408272591552
1854,Zack Littell,pitcher_outs,17.5,Over,MLB,0.4802359523230358
1855,Zack Littell,pitcher_outs,17.5,Under,MLB,0.5197640476769643
1856,Tarik Skubal,pitcher_outs,17.5,Over,MLB,0.48701298701298706
1857,Tarik Skubal,pitcher_outs,17.5,Under,MLB,0.512987012987013
1868,Zack Littell,pitcher_strikeouts,4.5,Over,MLB,0.33955036180010056
1869,Zack Littell,pitcher_strikeouts,4.5,Under,MLB,0.6888366796093869
1870,Tarik Skubal,pitcher_strikeouts,6.5,Over,MLB,0.31116332039061306
1871,Tarik Skubal,pitcher_strikeouts,6.5,Under,MLB,0.6909466406925139
1872,Travis d'Arnaud,batter_home_runs,0.5,Over,MLB,0.4943566591422122
1873,Travis d'Arnaud,batter_home_runs,0.5,Under,MLB,0.5236524841866248
1874,Marcell Ozuna,batter_home_runs,0.5,Over,MLB,0.4763475158133752
1875,Marcell Ozuna,batter_home_runs,0.5,Under,MLB,0.5249406175771971
1876,Adam Duvall,batter_home_runs,0.5,Over,MLB,0.4750593824228028
1877,Adam Duvall,batter_home_runs,0.5,Under,MLB,0.5074417681641158
1878,Josh Bell,batter_home_runs,0.5,Over,MLB,0.4925582318358842
1879,Josh Bell,batter_home_runs,0.5,Under,MLB,0.4466705290896518
1880,Orlando Arcia,batter_home_runs,0.5,Over,MLB,0.5533294709103482
1881,Orlando Arcia,batter_home_runs,0.5,Under,MLB,0.5084337349397591
1882,Matt Olson,batter_home_runs,0.5,Over,MLB,0.49156626506024104
1883,Matt Olson,batter_home_runs,0.5,Under,MLB,0.5360685302073941
1884,Nick Gordon,batter_home_runs,0.5,Over,MLB,0.46393146979260597
1885,Nick Gordon,batter_home_runs,0.5,Under,MLB,0.6061253687055125
1886,Bryan De La Cruz,batter_home_runs,0.5,Over,MLB,0.3938746312944875
1887,Bryan De La Cruz,batter_home_runs,0.5,Under,MLB,0.5713379835129994
1888,Emmanuel Rivera,batter_home_runs,0.5,Over,MLB,0.42866201648700064
1889,Emmanuel Rivera,batter_home_runs,0.5,Under,MLB,0.4837515797075284
1890,Ronald Acuna Jr.,batter_home_runs,0.5,Over,MLB,0.5162484202924715
1891,Ronald Acuna Jr.,batter_home_runs,0.5,Under,MLB,0.5458612975391499
1892,Jesus Sanchez,batter_home_runs,0.5,Over,MLB,0.45413870246085014
1893,Jesus Sanchez,batter_home_runs,0.5,Under,MLB,0.523551577955723
1894,Austin Riley,batter_home_runs,0.5,Over,MLB,0.47644842204427695
1895,Austin Riley,batter_home_runs,0.5,Under,MLB,0.4409848065558551
1896,Jazz Chisholm Jr.,batter_home_runs,0.5,Over,MLB,0.5590151934441449
1897,Jazz Chisholm Jr.,batter_home_runs,0.5,Under,MLB,0.505800464037123
1898,Michael Harris II,batter_home_runs,0.5,Over,MLB,0.494199535962877
1899,Michael Harris II,batter_home_runs,0.5,Under,MLB,0.49221892357785874
2002,Travis d'Arnaud,batter_total_bases,0.5,Over,MLB,0.6168835458088382
2003,Travis d'Arnaud,batter_total_bases,0.5,Under,MLB,0.3831164541911619
2004,Marcell Ozuna,batter_total_bases,1.5,Over,MLB,0.5282190635451505
2005,Marcell Ozuna,batter_total_bases,1.5,Under,MLB,0.4717809364548495
2006,Adam Duvall,batter_total_bases,1.5,Over,MLB,0.5948275862068966
2007,Adam Duvall,batter_total_bases,1.5,Under,MLB,0.4051724137931035
2008,Josh Bell,batter_total_bases,0.5,Over,MLB,0.7463883441315085
2009,Josh Bell,batter_total_bases,0.5,Under,MLB,0.2536116558684916
2010,Orlando Arcia,batter_total_bases,1.5,Over,MLB,0.5991932284089405
2011,Orlando Arcia,batter_total_bases,1.5,Under,MLB,0.4008067715910593
2012,Matt Olson,batter_total_bases,0.5,Over,MLB,0.5589507670880199
2013,Matt Olson,batter_total_bases,0.5,Under,MLB,0.4410492329119801
2014,Nick Gordon,batter_total_bases,0.5,Over,MLB,0.7101449275362318
2015,Nick Gordon,batter_total_bases,0.5,Under,MLB,0.2898550724637681
2016,Luis Arraez,batter_total_bases,1.5,Over,MLB,0.6657052171709248
2017,Luis Arraez,batter_total_bases,1.5,Under,MLB,0.3342947828290752
2018,Bryan De La Cruz,batter_total_bases,1.5,Over,MLB,0.7230843570539148
2019,Bryan De La Cruz,batter_total_bases,1.5,Under,MLB,0.27691564294608506
2020,Emmanuel Rivera,batter_total_bases,0.5,Over,MLB,0.6876621460764465
2021,Emmanuel Rivera,batter_total_bases,0.5,Under,MLB,0.31233785392355357
2022,Ronald Acuna Jr.,batter_total_bases,1.5,Over,MLB,0.6199032480995162
2023,Ronald Acuna Jr.,batter_total_bases,1.5,Under,MLB,0.3800967519004837
2024,Jesus Sanchez,batter_total_bases,0.5,Over,MLB,0.6789235429595761
2025,Jesus Sanchez,batter_total_bases,0.5,Under,MLB,0.3210764570404238
2026,Austin Riley,batter_total_bases,1.5,Over,MLB,0.5971316193399847
2027,Austin Riley,batter_total_bases,1.5,Under,MLB,0.40286838066001535
2028,David Fletcher,batter_total_bases,0.5,Over,MLB,0.5864725542400725
2029,David Fletcher,batter_total_bases,0.5,Under,MLB,0.4135274457599275
2030,Jazz Chisholm Jr.,batter_total_bases,0.5,Over,MLB,0.729758766311579
2031,Jazz Chisholm Jr.,batter_total_bases,0.5,Under,MLB,0.27024123368842096
2032,Michael Harris II,batter_total_bases,1.5,Over,MLB,0.6241466840821155
2033,Michael Harris II,batter_total_bases,1.5,Under,MLB,0.3758533159178845
2034,Nick Fortes,batter_total_bases,0.5,Over,MLB,0.546899841017488
2035,Nick Fortes,batter_total_bases,0.5,Under,MLB,0.4531001589825119
2036,Tim Anderson,batter_total_bases,0.5,Over,MLB,0.47301587301587306
2037,Tim Anderson,batter_total_bases,0.5,Under,MLB,0.526984126984127
2038,Ryan Weathers,pitcher_earned_runs,2.5,Over,MLB,0.4963325183374083
2039,Ryan Weathers,pitcher_earned_runs,2.5,Under,MLB,0.54948961164864
2040,Ryan Weathers,pitcher_hits_allowed,5.5,Over,MLB,0.41004540295119185
2041,Ryan Weathers,pitcher_hits_allowed,5.5,Under,MLB,0.5899545970488081
2042,Ryan Weathers,pitcher_hits_allowed,5.5,Over,MLB,0.5060354077253219
2043,Ryan Weathers,pitcher_hits_allowed,5.5,Under,MLB,0.4366423097487079
2059,Bryce Elder,pitcher_strikeouts,4.5,Over,MLB,0.0
2060,Bryce Elder,pitcher_strikeouts,4.5,Under,MLB,0.0
2061,Ryan Weathers,pitcher_strikeouts,4.5,Over,MLB,0.0
2062,Ryan Weathers,pitcher_strikeouts,4.5,Under,MLB,0.0
2063,Martin Maldonado,batter_home_runs,0.5,Over,MLB,0.0
2064,Martin Maldonado,batter_home_runs,0.5,Under,MLB,0.0
2065,Andrew Benintendi,batter_home_runs,0.5,Over,MLB,0.0
2066,Andrew Benintendi,batter_home_runs,0.5,Under,MLB,0.0
2067,Eloy Jimenez,batter_home_runs,0.5,Over,MLB,0.0
2068,Eloy Jimenez,batter_home_runs,0.5,Under,MLB,0.0
2069,Gavin Sheets,batter_home_runs,0.5,Over,MLB,0.0
2070,Gavin Sheets,batter_home_runs,0.5,Under,MLB,0.0
2071,Dominic Fletcher,batter_home_runs,0.5,Over,MLB,0.0
2072,Dominic Fletcher,batter_home_runs,0.5,Under,MLB,0.0
2073,Braden Shewmake,batter_home_runs,0.5,Over,MLB,0.0
2074,Braden Shewmake,batter_home_runs,0.5,Under,MLB,0.0
2075,Andrew Vaughn,batter_home_runs,0.5,Over,MLB,0.0
2076,Andrew Vaughn,batter_home_runs,0.5,Under,MLB,0.0
2077,Kyle Farmer,batter_home_runs,0.5,Over,MLB,0.0
2078,Kyle Farmer,batter_home_runs,0.5,Under,MLB,0.0
2079,Byron Buxton,batter_home_runs,0.5,Over,MLB,0.0
2080,Byron Buxton,batter_home_runs,0.5,Under,MLB,0.0
2081,Willi Castro,batter_home_runs,0.5,Over,MLB,0.0
2082,Willi Castro,batter_home_runs,0.5,Under,MLB,0.0
2083,Trevor Larnach,batter_home_runs,0.5,Over,MLB,0.0
2084,Trevor Larnach,batter_home_runs,0.5,Under,MLB,0.0
2085,Alex Kirilloff,batter_home_runs,0.5,Over,MLB,0.0
2086,Alex Kirilloff,batter_home_runs,0.5,Under,MLB,0.0
2087,Edouard Julien,batter_home_runs,0.5,Over,MLB,0.0
2088,Edouard Julien,batter_home_runs,0.5,Under,MLB,0.0
2089,Jose Miranda,batter_home_runs,0.5,Over,MLB,0.0
2090,Jose Miranda,batter_home_runs,0.5,Under,MLB,0.0
2091,Ryan Jeffers,batter_home_runs,0.5,Over,MLB,0.0
2092,Ryan Jeffers,batter_home_runs,0.5,Under,MLB,0.0
2093,Paul DeJong,batter_home_runs,0.5,Over,MLB,0.0
2094,Paul DeJong,batter_home_runs,0.5,Under,MLB,0.0
2095,Max Kepler,batter_home_runs,0.5,Over,MLB,0.0
2096,Max Kepler,batter_home_runs,0.5,Under,MLB,0.0
2202,Martin Maldonado,batter_total_bases,0.5,Over,MLB,0.0
2203,Martin Maldonado,batter_total_bases,0.5,Under,MLB,0.0
2204,Andrew Benintendi,batter_total_bases,1.5,Over,MLB,0.0
2205,Andrew Benintendi,batter_total_bases,1.5,Under,MLB,0.0
2206,Eloy Jimenez,batter_total_bases,1.5,Over,MLB,0.0
2207,Eloy Jimenez,batter_total_bases,1.5,Under,MLB,0.0
2208,Gavin Sheets,batter_total_bases,1.5,Over,MLB,0.0
2209,Gavin Sheets,batter_total_bases,1.5,Under,MLB,0.0
2210,Dominic Fletcher,batter_total_bases,1.5,Over,MLB,0.0
2211,Dominic Fletcher,batter_total_bases,1.5,Under,MLB,0.0
2212,Braden Shewmake,batter_total_bases,0.5,Over,MLB,0.0
2213,Braden Shewmake,batter_total_bases,0.5,Under,MLB,0.0
2214,Nicky Lopez,batter_total_bases,1.5,Over,MLB,0.0
2215,Nicky Lopez,batter_total_bases,1.5,Under,MLB,0.0
2216,Andrew Vaughn,batter_total_bases,1.5,Over,MLB,0.0
2217,Andrew Vaughn,batter_total_bases,1.5,Under,MLB,0.0
2218,Kyle Farmer,batter_total_bases,0.5,Over,MLB,0.0
2219,Kyle Farmer,batter_total_bases,0.5,Under,MLB,0.0
2220,Byron Buxton,batter_total_bases,1.5,Over,MLB,0.0
2221,Byron Buxton,batter_total_bases,1.5,Under,MLB,0.0
2222,Willi Castro,batter_total_bases,1.5,Over,MLB,0.0
2223,Willi Castro,batter_total_bases,1.5,Under,MLB,0.0
2224,Trevor Larnach,batter_total_bases,1.5,Over,MLB,0.0
2225,Trevor Larnach,batter_total_bases,1.5,Under,MLB,0.0
2226,Alex Kirilloff,batter_total_bases,1.5,Over,MLB,0.0
2227,Alex Kirilloff,batter_total_bases,1.5,Under,MLB,0.0
2228,Edouard Julien,batter_total_bases,1.5,Over,MLB,0.0
2229,Edouard Julien,batter_total_bases,1.5,Under,MLB,0.0
2230,Jose Miranda,batter_total_bases,1.5,Over,MLB,0.0
2231,Jose Miranda,batter_total_bases,1.5,Under,MLB,0.0
2232,Ryan Jeffers,batter_total_bases,1.5,Over,MLB,0.0
2233,Ryan Jeffers,batter_total_bases,1.5,Under,MLB,0.0
2234,Paul DeJong,batter_total_bases,0.5,Over,MLB,0.0
2235,Paul DeJong,batter_total_bases,0.5,Under,MLB,0.0
2236,Max Kepler,batter_total_bases,1.5,Over,MLB,0.0
2237,Max Kepler,batter_total_bases,1.5,Under,MLB,0.0
2238,Jonathan Cannon,pitcher_earned_runs,3.5,Over,MLB,0.0
2239,Jonathan Cannon,pitcher_earned_runs,3.5,Under,MLB,0.0
2240,Chris Paddack,pitcher_earned_runs,2.5,Over,MLB,0.0
2241,Chris Paddack,pitcher_earned_runs,2.5,Under,MLB,0.0
2242,Jonathan Cannon,pitcher_hits_allowed,5.5,Over,MLB,0.0
2243,Jonathan Cannon,pitcher_hits_allowed,5.5,Under,MLB,0.0
2244,Chris Paddack,pitcher_hits_allowed,5.5,Over,MLB,0.0
2245,Chris Paddack,pitcher_hits_allowed,5.5,Under,MLB,0.0
2246,Jonathan Cannon,pitcher_hits_allowed,5.5,Over,MLB,0.0
2247,Jonathan Cannon,pitcher_hits_allowed,5.5,Under,MLB,0.0
2248,Chris Paddack,pitcher_hits_allowed,5.5,Over,MLB,0.0
2249,Chris Paddack,pitcher_hits_allowed,5.5,Under,MLB,0.0
2250,Chris Paddack,pitcher_outs,17.5,Over,MLB,0.0
2251,Chris Paddack,pitcher_outs,17.5,Under,MLB,0.0
2262,Jonathan Cannon,pitcher_strikeouts,3.5,Over,MLB,0.0
2263,Jonathan Cannon,pitcher_strikeouts,3.5,Under,MLB,0.0
2264,Chris Paddack,pitcher_strikeouts,4.5,Over,MLB,0.0
2265,Chris Paddack,pitcher_strikeouts,4.5,Under,MLB,0.0
2266,Salvador Perez,batter_home_runs,0.5,Over,MLB,0.0
2267,Salvador Perez,batter_home_runs,0.5,Under,MLB,0.0
2268,Hunter Renfroe,batter_home_runs,0.5,Over,MLB,0.0
2269,Hunter Renfroe,batter_home_runs,0.5,Under,MLB,0.0
2270,Freddy Fermin,batter_home_runs,0.5,Over,MLB,0.0
2271,Freddy Fermin,batter_home_runs,0.5,Under,MLB,0.0
2272,Maikel Garcia,batter_home_runs,0.5,Over,MLB,0.0
2273,Maikel Garcia,batter_home_runs,0.5,Under,MLB,0.0
2274,Nelson Velazquez,batter_home_runs,0.5,Over,MLB,0.0
2275,Nelson Velazquez,batter_home_runs,0.5,Under,MLB,0.0
2276,Bobby Witt Jr.,batter_home_runs,0.5,Over,MLB,0.0
2277,Bobby Witt Jr.,batter_home_runs,0.5,Under,MLB,0.0
2278,Dairon Blanco,batter_home_runs,0.5,Over,MLB,0.0
2279,Dairon Blanco,batter_home_runs,0.5,Under,MLB,0.0
2280,Vinnie Pasquantino,batter_home_runs,0.5,Over,MLB,0.0
2281,Vinnie Pasquantino,batter_home_runs,0.5,Under,MLB,0.0
2282,Justin Turner,batter_home_runs,0.5,Over,MLB,0.0
2283,Justin Turner,batter_home_runs,0.5,Under,MLB,0.0
2284,George Springer,batter_home_runs,0.5,Over,MLB,0.0
2285,George Springer,batter_home_runs,0.5,Under,MLB,0.0
2286,Daulton Varsho,batter_home_runs,0.5,Over,MLB,0.0
2287,Daulton Varsho,batter_home_runs,0.5,Under,MLB,0.0
2288,Vladimir Guerrero Jr.,batter_home_runs,0.5,Over,MLB,0.0
2289,Vladimir Guerrero Jr.,batter_home_runs,0.5,Under,MLB,0.0
2290,Bo Bichette,batter_home_runs,0.5,Over,MLB,0.0
2291,Bo Bichette,batter_home_runs,0.5,Under,MLB,0.0
2292,Alejandro Kirk,batter_home_runs,0.5,Over,MLB,0.0
2293,Alejandro Kirk,batter_home_runs,0.5,Under,MLB,0.0
2294,Davis Schneider,batter_home_runs,0.5,Over,MLB,0.0
2295,Davis Schneider,batter_home_runs,0.5,Under,MLB,0.0
2411,Salvador Perez,batter_total_bases,1.5,Over,MLB,0.0
2412,Salvador Perez,batter_total_bases,1.5,Under,MLB,0.0
2413,Hunter Renfroe,batter_total_bases,0.5,Over,MLB,0.0
2414,Hunter Renfroe,batter_total_bases,0.5,Under,MLB,0.0
2415,Garrett Hampson,batter_total_bases,0.5,Over,MLB,0.0
2416,Garrett Hampson,batter_total_bases,0.5,Under,MLB,0.0
2417,Freddy Fermin,batter_total_bases,0.5,Over,MLB,0.0
2418,Freddy Fermin,batter_total_bases,0.5,Under,MLB,0.0
2419,Maikel Garcia,batter_total_bases,1.5,Over,MLB,0.0
2420,Maikel Garcia,batter_total_bases,1.5,Under,MLB,0.0
2421,Nelson Velazquez,batter_total_bases,0.5,Over,MLB,0.0
2422,Nelson Velazquez,batter_total_bases,0.5,Under,MLB,0.0
2423,Bobby Witt Jr.,batter_total_bases,1.5,Over,MLB,0.0
2424,Bobby Witt Jr.,batter_total_bases,1.5,Under,MLB,0.0
2425,Dairon Blanco,batter_total_bases,0.5,Over,MLB,0.0
2426,Dairon Blanco,batter_total_bases,0.5,Under,MLB,0.0
2427,Vinnie Pasquantino,batter_total_bases,1.5,Over,MLB,0.0
2428,Vinnie Pasquantino,batter_total_bases,1.5,Under,MLB,0.0
2429,Justin Turner,batter_total_bases,1.5,Over,MLB,0.0
2430,Justin Turner,batter_total_bases,1.5,Under,MLB,0.0
2431,George Springer,batter_total_bases,1.5,Over,MLB,0.0
2432,George Springer,batter_total_bases,1.5,Under,MLB,0.0
2433,Cavan Biggio,batter_total_bases,0.5,Over,MLB,0.0
2434,Cavan Biggio,batter_total_bases,0.5,Under,MLB,0.0
2435,Isiah Kiner-Falefa,batter_total_bases,1.5,Over,MLB,0.0
2436,Isiah Kiner-Falefa,batter_total_bases,1.5,Under,MLB,0.0
2437,Daulton Varsho,batter_total_bases,1.5,Over,MLB,0.0
2438,Daulton Varsho,batter_total_bases,1.5,Under,MLB,0.0
