,Name,Line_Category,Line,over_under,league,no_vig_prob
2439,Vladimir Guerrero Jr.,batter_total_bases,1.5,Over,MLB,0.0
2440,Vladimir Guerrero Jr.,batter_total_bases,1.5,Under,MLB,0.0
2441,Bo Bichette,batter_total_bases,1.5,Over,MLB,0.0
2442,Bo Bichette,batter_total_bases,1.5,Under,MLB,0.0
2443,Alejandro Kirk,batter_total_bases,1.5,Over,MLB,0.0
2444,Alejandro Kirk,batter_total_bases,1.5,Under,MLB,0.0
2445,Davis Schneider,batter_total_bases,0.5,Over,MLB,0.0
2446,Davis Schneider,batter_total_bases,0.5,Under,MLB,0.0
2447,Brady Singer,pitcher_earned_runs,2.5,Over,MLB,0.0
2448,Brady Singer,pitcher_earned_runs,2.5,Under,MLB,0.0
2449,Yusei Kikuchi,pitcher_earned_runs,2.5,Over,MLB,0.0
2450,Yusei Kikuchi,pitcher_earned_runs,2.5,Under,MLB,0.0
2451,Brady Singer,pitcher_hits_allowed,5.5,Over,MLB,0.0
2452,Brady Singer,pitcher_hits_allowed,5.5,Under,MLB,0.0
2453,Yusei Kikuchi,pitcher_hits_allowed,5.5,Over,MLB,0.0
2454,Yusei Kikuchi,pitcher_hits_allowed,5.5,Under,MLB,0.0
2455,Brady Singer,pitcher_hits_allowed,5.5,Over,MLB,0.0
2456,Brady Singer,pitcher_hits_allowed,5.5,Under,MLB,0.0
2457,Yusei Kikuchi,pitcher_hits_allowed,5.5,Over,MLB,0.0
2458,Yusei Kikuchi,pitcher_hits_allowed,5.5,Under,MLB,0.0
2459,Brady Singer,pitcher_outs,17.5,Over,MLB,0.0
2460,Brady Singer,pitcher_outs,17.5,Under,MLB,0.0
2461,Yusei Kikuchi,pitcher_outs,16.5,Over,MLB,0.0
2462,Yusei Kikuchi,pitcher_outs,16.5,Under,MLB,0.0
2473,Brady Singer,pitcher_strikeouts,4.5,Over,MLB,0.0
2474,Brady Singer,pitcher_strikeouts,4.5,Under,MLB,0.0
2475,Yusei Kikuchi,pitcher_strikeouts,6.5,Over,MLB,0.0
2476,Yusei Kikuchi,pitcher_strikeouts,6.5,Under,MLB,0.0
2477,Paul Goldschmidt,batter_home_runs,0.5,Over,MLB,0.0
2478,Paul Goldschmidt,batter_home_runs,0.5,Under,MLB,0.0
2479,Nolan Arenado,batter_home_runs,0.5,Over,MLB,0.0
2480,Nolan Arenado,batter_home_runs,0.5,Under,MLB,0.0
2481,Willson Contreras,batter_home_runs,0.5,Over,MLB,0.0
2482,Willson Contreras,batter_home_runs,0.5,Under,MLB,0.0
2483,Lars Nootbaar,batter_home_runs,0.5,Over,MLB,0.0
2484,Lars Nootbaar,batter_home_runs,0.5,Under,MLB,0.0
2485,Nolan Gorman,batter_home_runs,0.5,Over,MLB,0.0
2486,Nolan Gorman,batter_home_runs,0.5,Under,MLB,0.0
2487,Michael Siani,batter_home_runs,0.5,Over,MLB,0.0
2488,Michael Siani,batter_home_runs,0.5,Under,MLB,0.0
2489,Brendan Donovan,batter_home_runs,0.5,Over,MLB,0.0
2490,Brendan Donovan,batter_home_runs,0.5,Under,MLB,0.0
2491,Jordan Walker,batter_home_runs,0.5,Over,MLB,0.0
2492,Jordan Walker,batter_home_runs,0.5,Under,MLB,0.0
2493,Masyn Winn,batter_home_runs,0.5,Over,MLB,0.0
2494,Masyn Winn,batter_home_runs,0.5,Under,MLB,0.0
2495,Eugenio Suarez,batter_home_runs,0.5,Over,MLB,0.0
2496,Eugenio Suarez,batter_home_runs,0.5,Under,MLB,0.0
2497,Christian Walker,batter_home_runs,0.5,Over,MLB,0.0
2498,Christian Walker,batter_home_runs,0.5,Under,MLB,0.0
2499,Joc Pederson,batter_home_runs,0.5,Over,MLB,0.0
2500,Joc Pederson,batter_home_runs,0.5,Under,MLB,0.0
2501,Ketel Marte,batter_home_runs,0.5,Over,MLB,0.0
2502,Ketel Marte,batter_home_runs,0.5,Under,MLB,0.0
2503,Lourdes Gurriel Jr.,batter_home_runs,0.5,Over,MLB,0.0
2504,Lourdes Gurriel Jr.,batter_home_runs,0.5,Under,MLB,0.0
2505,Gabriel Moreno,batter_home_runs,0.5,Over,MLB,0.0
2506,Gabriel Moreno,batter_home_runs,0.5,Under,MLB,0.0
2507,Blaze Alexander,batter_home_runs,0.5,Over,MLB,0.0
2508,Blaze Alexander,batter_home_runs,0.5,Under,MLB,0.0
2509,Corbin Carroll,batter_home_runs,0.5,Over,MLB,0.0
2510,Corbin Carroll,batter_home_runs,0.5,Under,MLB,0.0
2613,Paul Goldschmidt,batter_total_bases,0.5,Over,MLB,0.0
2614,Paul Goldschmidt,batter_total_bases,0.5,Under,MLB,0.0
2615,Nolan Arenado,batter_total_bases,1.5,Over,MLB,0.0
2616,Nolan Arenado,batter_total_bases,1.5,Under,MLB,0.0
2617,Willson Contreras,batter_total_bases,1.5,Over,MLB,0.0
2618,Willson Contreras,batter_total_bases,1.5,Under,MLB,0.0
2619,Lars Nootbaar,batter_total_bases,1.5,Over,MLB,0.0
2620,Lars Nootbaar,batter_total_bases,1.5,Under,MLB,0.0
2621,Nolan Gorman,batter_total_bases,0.5,Over,MLB,0.0
2622,Nolan Gorman,batter_total_bases,0.5,Under,MLB,0.0
2623,Michael Siani,batter_total_bases,0.5,Over,MLB,0.0
2624,Michael Siani,batter_total_bases,0.5,Under,MLB,0.0
2625,Brendan Donovan,batter_total_bases,1.5,Over,MLB,0.0
2626,Brendan Donovan,batter_total_bases,1.5,Under,MLB,0.0
2627,Jordan Walker,batter_total_bases,0.5,Over,MLB,0.0
2628,Jordan Walker,batter_total_bases,0.5,Under,MLB,0.0
2629,Masyn Winn,batter_total_bases,0.5,Over,MLB,0.0
2630,Masyn Winn,batter_total_bases,0.5,Under,MLB,0.0
2631,Eugenio Suarez,batter_total_bases,0.5,Over,MLB,0.0
2632,Eugenio Suarez,batter_total_bases,0.5,Under,MLB,0.0
2633,Christian Walker,batter_total_bases,1.5,Over,MLB,0.0
2634,Christian Walker,batter_total_bases,1.5,Under,MLB,0.0
2635,Joc Pederson,batter_total_bases,1.5,Over,MLB,0.0
2636,Joc Pederson,batter_total_bases,1.5,Under,MLB,0.0
2637,Ketel Marte,batter_total_bases,1.5,Over,MLB,0.0
2638,Ketel Marte,batter_total_bases,1.5,Under,MLB,0.0
2639,Jake McCarthy,batter_total_bases,0.5,Over,MLB,0.0
2640,Jake McCarthy,batter_total_bases,0.5,Under,MLB,0.0
2641,Lourdes Gurriel Jr.,batter_total_bases,1.5,Over,MLB,0.0
2642,Lourdes Gurriel Jr.,batter_total_bases,1.5,Under,MLB,0.0
2643,Gabriel Moreno,batter_total_bases,0.5,Over,MLB,0.0
2644,Gabriel Moreno,batter_total_bases,0.5,Under,MLB,0.0
2645,Blaze Alexander,batter_total_bases,0.5,Over,MLB,0.0
2646,Blaze Alexander,batter_total_bases,0.5,Under,MLB,0.0
2647,Corbin Carroll,batter_total_bases,1.5,Over,MLB,0.0
2648,Corbin Carroll,batter_total_bases,1.5,Under,MLB,0.0
2649,Lance Lynn,pitcher_earned_runs,2.5,Over,MLB,0.0
2650,Lance Lynn,pitcher_earned_runs,2.5,Under,MLB,0.0
2651,Brandon Pfaadt,pitcher_earned_runs,2.5,Over,MLB,0.0
2652,Brandon Pfaadt,pitcher_earned_runs,2.5,Under,MLB,0.0
2653,Lance Lynn,pitcher_hits_allowed,4.5,Over,MLB,0.0
2654,Lance Lynn,pitcher_hits_allowed,4.5,Under,MLB,0.0
2655,Brandon Pfaadt,pitcher_hits_allowed,4.5,Over,MLB,0.0
2656,Brandon Pfaadt,pitcher_hits_allowed,4.5,Under,MLB,0.0
2657,Lance Lynn,pitcher_hits_allowed,4.5,Over,MLB,0.0
2658,Lance Lynn,pitcher_hits_allowed,4.5,Under,MLB,0.0
2659,Brandon Pfaadt,pitcher_hits_allowed,4.5,Over,MLB,0.0
2660,Brandon Pfaadt,pitcher_hits_allowed,4.5,Under,MLB,0.0
2661,Lance Lynn,pitcher_outs,16.5,Over,MLB,0.0
2662,Lance Lynn,pitcher_outs,16.5,Under,MLB,0.0
2663,Brandon Pfaadt,pitcher_outs,16.5,Over,MLB,0.0
2664,Brandon Pfaadt,pitcher_outs,16.5,Under,MLB,0.0
2675,Lance Lynn,pitcher_strikeouts,4.5,Over,MLB,0.0
2676,Lance Lynn,pitcher_strikeouts,4.5,Under,MLB,0.0
2677,Brandon Pfaadt,pitcher_strikeouts,5.5,Over,MLB,0.0
2678,Brandon Pfaadt,pitcher_strikeouts,5.5,Under,MLB,0.0
2679,Charlie Blackmon,batter_home_runs,0.5,Over,MLB,0.0
2680,Charlie Blackmon,batter_home_runs,0.5,Under,MLB,0.0
2681,Elias Diaz,batter_home_runs,0.5,Over,MLB,0.0
2682,Elias Diaz,batter_home_runs,0.5,Under,MLB,0.0
2683,Manny Machado,batter_home_runs,0.5,Over,MLB,0.0
2684,Manny Machado,batter_home_runs,0.5,Under,MLB,0.0
2685,Xander Bogaerts,batter_home_runs,0.5,Over,MLB,0.0
2686,Xander Bogaerts,batter_home_runs,0.5,Under,MLB,0.0
2687,Jurickson Profar,batter_home_runs,0.5,Over,MLB,0.0
2688,Jurickson Profar,batter_home_runs,0.5,Under,MLB,0.0
2689,Jose Azocar,batter_home_runs,0.5,Over,MLB,0.0
2690,Jose Azocar,batter_home_runs,0.5,Under,MLB,0.0
2691,Ryan McMahon,batter_home_runs,0.5,Over,MLB,0.0
2692,Ryan McMahon,batter_home_runs,0.5,Under,MLB,0.0
2693,Elehuris Montero,batter_home_runs,0.5,Over,MLB,0.0
2694,Elehuris Montero,batter_home_runs,0.5,Under,MLB,0.0
2695,Brendan Rodgers,batter_home_runs,0.5,Over,MLB,0.0
2696,Brendan Rodgers,batter_home_runs,0.5,Under,MLB,0.0
2697,Fernando Tatis Jr.,batter_home_runs,0.5,Over,MLB,0.0
2698,Fernando Tatis Jr.,batter_home_runs,0.5,Under,MLB,0.0
2699,Nolan Jones,batter_home_runs,0.5,Over,MLB,0.0
2700,Nolan Jones,batter_home_runs,0.5,Under,MLB,0.0
2701,Eguy Rosario,batter_home_runs,0.5,Over,MLB,0.0
2702,Eguy Rosario,batter_home_runs,0.5,Under,MLB,0.0
2703,Luis Campusano,batter_home_runs,0.5,Over,MLB,0.0
2704,Luis Campusano,batter_home_runs,0.5,Under,MLB,0.0
2705,Michael Toglia,batter_home_runs,0.5,Over,MLB,0.0
2706,Michael Toglia,batter_home_runs,0.5,Under,MLB,0.0
2707,Ha-Seong Kim,batter_home_runs,0.5,Over,MLB,0.0
2708,Ha-Seong Kim,batter_home_runs,0.5,Under,MLB,0.0
2709,Ezequiel Tovar,batter_home_runs,0.5,Over,MLB,0.0
2710,Ezequiel Tovar,batter_home_runs,0.5,Under,MLB,0.0
2711,Brenton Doyle,batter_home_runs,0.5,Over,MLB,0.0
2712,Brenton Doyle,batter_home_runs,0.5,Under,MLB,0.0
2713,Jackson Merrill,batter_home_runs,0.5,Over,MLB,0.0
2714,Jackson Merrill,batter_home_runs,0.5,Under,MLB,0.0
2823,Charlie Blackmon,batter_total_bases,1.5,Over,MLB,0.0
2824,Charlie Blackmon,batter_total_bases,1.5,Under,MLB,0.0
2825,Elias Diaz,batter_total_bases,1.5,Over,MLB,0.0
2826,Elias Diaz,batter_total_bases,1.5,Under,MLB,0.0
2827,Manny Machado,batter_total_bases,1.5,Over,MLB,0.0
2828,Manny Machado,batter_total_bases,1.5,Under,MLB,0.0
2829,Xander Bogaerts,batter_total_bases,1.5,Over,MLB,0.0
2830,Xander Bogaerts,batter_total_bases,1.5,Under,MLB,0.0
2831,Jurickson Profar,batter_total_bases,1.5,Over,MLB,0.0
2832,Jurickson Profar,batter_total_bases,1.5,Under,MLB,0.0
2833,Jose Azocar,batter_total_bases,1.5,Over,MLB,0.0
2834,Jose Azocar,batter_total_bases,1.5,Under,MLB,0.0
2835,Ryan McMahon,batter_total_bases,1.5,Over,MLB,0.0
2836,Ryan McMahon,batter_total_bases,1.5,Under,MLB,0.0
2837,Elehuris Montero,batter_total_bases,0.5,Over,MLB,0.0
2838,Elehuris Montero,batter_total_bases,0.5,Under,MLB,0.0
2839,Brendan Rodgers,batter_total_bases,1.5,Over,MLB,0.0
2840,Brendan Rodgers,batter_total_bases,1.5,Under,MLB,0.0
2841,Fernando Tatis Jr.,batter_total_bases,2.5,Over,MLB,0.0
2842,Fernando Tatis Jr.,batter_total_bases,2.5,Under,MLB,0.0
2843,Nolan Jones,batter_total_bases,1.5,Over,MLB,0.0
2844,Nolan Jones,batter_total_bases,1.5,Under,MLB,0.0
2845,Eguy Rosario,batter_total_bases,1.5,Over,MLB,0.0
2846,Eguy Rosario,batter_total_bases,1.5,Under,MLB,0.0
2847,Luis Campusano,batter_total_bases,1.5,Over,MLB,0.0
2848,Luis Campusano,batter_total_bases,1.5,Under,MLB,0.0
2849,Michael Toglia,batter_total_bases,0.5,Over,MLB,0.0
2850,Michael Toglia,batter_total_bases,0.5,Under,MLB,0.0
2851,Ha-Seong Kim,batter_total_bases,1.5,Over,MLB,0.0
2852,Ha-Seong Kim,batter_total_bases,1.5,Under,MLB,0.0
2853,Ezequiel Tovar,batter_total_bases,1.5,Over,MLB,0.0
2854,Ezequiel Tovar,batter_total_bases,1.5,Under,MLB,0.0
2855,Brenton Doyle,batter_total_bases,1.5,Over,MLB,0.0
2856,Brenton Doyle,batter_total_bases,1.5,Under,MLB,0.0
2857,Jackson Merrill,batter_total_bases,1.5,Over,MLB,0.0
2858,Jackson Merrill,batter_total_bases,1.5,Under,MLB,0.0
2859,Austin Gomber,pitcher_earned_runs,3.5,Over,MLB,0.0
2860,Austin Gomber,pitcher_earned_runs,3.5,Under,MLB,0.0
2861,Dylan Cease,pitcher_earned_runs,2.5,Over,MLB,0.0
2862,Dylan Cease,pitcher_earned_runs,2.5,Under,MLB,0.0
2863,Austin Gomber,pitcher_hits_allowed,6.5,Over,MLB,0.0
2864,Austin Gomber,pitcher_hits_allowed,6.5,Under,MLB,0.0
2865,Dylan Cease,pitcher_hits_allowed,5.5,Over,MLB,0.0
2866,Dylan Cease,pitcher_hits_allowed,5.5,Under,MLB,0.0
2867,Austin Gomber,pitcher_hits_allowed,6.5,Over,MLB,0.0
2868,Austin Gomber,pitcher_hits_allowed,6.5,Under,MLB,0.0
2869,Dylan Cease,pitcher_hits_allowed,5.5,Over,MLB,0.0
2870,Dylan Cease,pitcher_hits_allowed,5.5,Under,MLB,0.0
2871,Dylan Cease,pitcher_outs,16.5,Over,MLB,0.0
2872,Dylan Cease,pitcher_outs,16.5,Under,MLB,0.0
2873,Austin Gomber,pitcher_outs,14.5,Over,MLB,0.0
2874,Austin Gomber,pitcher_outs,14.5,Under,MLB,0.0
2885,Austin Gomber,pitcher_strikeouts,3.5,Over,MLB,0.0
2886,Austin Gomber,pitcher_strikeouts,3.5,Under,MLB,0.0
2887,Dylan Cease,pitcher_strikeouts,7.5,Over,MLB,0.0
2888,Dylan Cease,pitcher_strikeouts,7.5,Under,MLB,0.0
2889,Aaron Hicks,batter_home_runs,0.5,Over,MLB,0.0
2890,Aaron Hicks,batter_home_runs,0.5,Under,MLB,0.0
2891,Mike Trout,batter_home_runs,0.5,Over,MLB,0.0
2892,Mike Trout,batter_home_runs,0.5,Under,MLB,0.0
2893,Brandon Drury,batter_home_runs,0.5,Over,MLB,0.0
2894,Brandon Drury,batter_home_runs,0.5,Under,MLB,0.0
2895,Miguel Sanó,batter_home_runs,0.5,Over,MLB,0.0
2896,Miguel Sanó,batter_home_runs,0.5,Under,MLB,0.0
2897,Taylor Ward,batter_home_runs,0.5,Over,MLB,0.0
2898,Taylor Ward,batter_home_runs,0.5,Under,MLB,0.0
2899,Luis Rengifo,batter_home_runs,0.5,Over,MLB,0.0
2900,Luis Rengifo,batter_home_runs,0.5,Under,MLB,0.0
2901,Logan O'Hoppe,batter_home_runs,0.5,Over,MLB,0.0
2902,Logan O'Hoppe,batter_home_runs,0.5,Under,MLB,0.0
2903,Zach Neto,batter_home_runs,0.5,Over,MLB,0.0
2904,Zach Neto,batter_home_runs,0.5,Under,MLB,0.0
2905,James McCann,batter_home_runs,0.5,Over,MLB,0.0
2906,James McCann,batter_home_runs,0.5,Under,MLB,0.0
2907,Jorge Mateo,batter_home_runs,0.5,Over,MLB,0.0
2908,Jorge Mateo,batter_home_runs,0.5,Under,MLB,0.0
2909,Anthony Santander,batter_home_runs,0.5,Over,MLB,0.0
2910,Anthony Santander,batter_home_runs,0.5,Under,MLB,0.0
2911,Ryan Mountcastle,batter_home_runs,0.5,Over,MLB,0.0
2912,Ryan Mountcastle,batter_home_runs,0.5,Under,MLB,0.0
2913,Adley Rutschman,batter_home_runs,0.5,Over,MLB,0.0
2914,Adley Rutschman,batter_home_runs,0.5,Under,MLB,0.0
2915,Austin Hays,batter_home_runs,0.5,Over,MLB,0.0
2916,Austin Hays,batter_home_runs,0.5,Under,MLB,0.0
2917,Jordan Westburg,batter_home_runs,0.5,Over,MLB,0.0
2918,Jordan Westburg,batter_home_runs,0.5,Under,MLB,0.0
2919,Colton Cowser,batter_home_runs,0.5,Over,MLB,0.0
2920,Colton Cowser,batter_home_runs,0.5,Under,MLB,0.0
2921,Gunnar Henderson,batter_home_runs,0.5,Over,MLB,0.0
2922,Gunnar Henderson,batter_home_runs,0.5,Under,MLB,0.0
2977,Aaron Hicks,batter_total_bases,0.5,Over,MLB,0.0
2978,Aaron Hicks,batter_total_bases,0.5,Under,MLB,0.0
2979,Mike Trout,batter_total_bases,1.5,Over,MLB,0.0
2980,Mike Trout,batter_total_bases,1.5,Under,MLB,0.0
2981,Brandon Drury,batter_total_bases,1.5,Over,MLB,0.0
2982,Brandon Drury,batter_total_bases,1.5,Under,MLB,0.0
2983,Miguel Sanó,batter_total_bases,1.5,Over,MLB,0.0
2984,Miguel Sanó,batter_total_bases,1.5,Under,MLB,0.0
2985,Taylor Ward,batter_total_bases,1.5,Over,MLB,0.0
2986,Taylor Ward,batter_total_bases,1.5,Under,MLB,0.0
2987,Luis Rengifo,batter_total_bases,1.5,Over,MLB,0.0
2988,Luis Rengifo,batter_total_bases,1.5,Under,MLB,0.0
2989,Logan O'Hoppe,batter_total_bases,0.5,Over,MLB,0.0
2990,Logan O'Hoppe,batter_total_bases,0.5,Under,MLB,0.0
2991,Zach Neto,batter_total_bases,0.5,Over,MLB,0.0
2992,Zach Neto,batter_total_bases,0.5,Under,MLB,0.0
2993,Nolan Schanuel,batter_total_bases,0.5,Over,MLB,0.0
2994,Nolan Schanuel,batter_total_bases,0.5,Under,MLB,0.0
2995,James McCann,batter_total_bases,0.5,Over,MLB,0.0
2996,James McCann,batter_total_bases,0.5,Under,MLB,0.0
2997,Jorge Mateo,batter_total_bases,0.5,Over,MLB,0.0
2998,Jorge Mateo,batter_total_bases,0.5,Under,MLB,0.0
2999,Anthony Santander,batter_total_bases,1.5,Over,MLB,0.0
3000,Anthony Santander,batter_total_bases,1.5,Under,MLB,0.0
3001,Ryan Mountcastle,batter_total_bases,1.5,Over,MLB,0.0
3002,Ryan Mountcastle,batter_total_bases,1.5,Under,MLB,0.0
3003,Adley Rutschman,batter_total_bases,1.5,Over,MLB,0.0
3004,Adley Rutschman,batter_total_bases,1.5,Under,MLB,0.0
3005,Austin Hays,batter_total_bases,0.5,Over,MLB,0.0
3006,Austin Hays,batter_total_bases,0.5,Under,MLB,0.0
3007,Jordan Westburg,batter_total_bases,0.5,Over,MLB,0.0
3008,Jordan Westburg,batter_total_bases,0.5,Under,MLB,0.0
3009,Colton Cowser,batter_total_bases,0.5,Over,MLB,0.0
3010,Colton Cowser,batter_total_bases,0.5,Under,MLB,0.0
3011,Gunnar Henderson,batter_total_bases,1.5,Over,MLB,0.0
3012,Gunnar Henderson,batter_total_bases,1.5,Under,MLB,0.0
3013,Reid Detmers,pitcher_earned_runs,2.5,Over,MLB,0.0
3014,Reid Detmers,pitcher_earned_runs,2.5,Under,MLB,0.0
3015,Reid Detmers,pitcher_hits_allowed,4.5,Over,MLB,0.0
3016,Reid Detmers,pitcher_hits_allowed,4.5,Under,MLB,0.0
3017,Reid Detmers,pitcher_hits_allowed,4.5,Over,MLB,0.0
3018,Reid Detmers,pitcher_hits_allowed,4.5,Under,MLB,0.0
3019,Reid Detmers,pitcher_outs,17.5,Over,MLB,0.0
3020,Reid Detmers,pitcher_outs,17.5,Under,MLB,0.0
3025,Reid Detmers,pitcher_strikeouts,6.5,Over,MLB,0.0
3026,Reid Detmers,pitcher_strikeouts,6.5,Under,MLB,0.0
3027,Wilmer Flores,batter_home_runs,0.5,Over,MLB,0.0
3028,Wilmer Flores,batter_home_runs,0.5,Under,MLB,0.0
3029,Francisco Lindor,batter_home_runs,0.5,Over,MLB,0.0
3030,Francisco Lindor,batter_home_runs,0.5,Under,MLB,0.0
3031,Brandon Nimmo,batter_home_runs,0.5,Over,MLB,0.0
3032,Brandon Nimmo,batter_home_runs,0.5,Under,MLB,0.0
3033,Tom Murphy,batter_home_runs,0.5,Over,MLB,0.0
3034,Tom Murphy,batter_home_runs,0.5,Under,MLB,0.0
3035,DJ Stewart,batter_home_runs,0.5,Over,MLB,0.0
3036,DJ Stewart,batter_home_runs,0.5,Under,MLB,0.0
3037,Pete Alonso,batter_home_runs,0.5,Over,MLB,0.0
3038,Pete Alonso,batter_home_runs,0.5,Under,MLB,0.0
3039,Michael Conforto,batter_home_runs,0.5,Over,MLB,0.0
3040,Michael Conforto,batter_home_runs,0.5,Under,MLB,0.0
3041,Jorge Soler,batter_home_runs,0.5,Over,MLB,0.0
3042,Jorge Soler,batter_home_runs,0.5,Under,MLB,0.0
3043,Matt Chapman,batter_home_runs,0.5,Over,MLB,0.0
3044,Matt Chapman,batter_home_runs,0.5,Under,MLB,0.0
3045,Tyler Fitzgerald,batter_home_runs,0.5,Over,MLB,0.0
3046,Tyler Fitzgerald,batter_home_runs,0.5,Under,MLB,0.0
3107,Starling Marte,batter_total_bases,1.5,Over,MLB,0.0
3108,Starling Marte,batter_total_bases,1.5,Under,MLB,0.0
3109,Wilmer Flores,batter_total_bases,1.5,Over,MLB,0.0
3110,Wilmer Flores,batter_total_bases,1.5,Under,MLB,0.0
3111,Omar Narvaez,batter_total_bases,0.5,Over,MLB,0.0
3112,Omar Narvaez,batter_total_bases,0.5,Under,MLB,0.0
3113,Francisco Lindor,batter_total_bases,1.5,Over,MLB,0.0
3114,Francisco Lindor,batter_total_bases,1.5,Under,MLB,0.0
3115,Austin Slater,batter_total_bases,1.5,Over,MLB,0.0
3116,Austin Slater,batter_total_bases,1.5,Under,MLB,0.0
3117,Nick Ahmed,batter_total_bases,0.5,Over,MLB,0.0
3118,Nick Ahmed,batter_total_bases,0.5,Under,MLB,0.0
3119,Brandon Nimmo,batter_total_bases,1.5,Over,MLB,0.0
3120,Brandon Nimmo,batter_total_bases,1.5,Under,MLB,0.0
3121,Tom Murphy,batter_total_bases,0.5,Over,MLB,0.0
3122,Tom Murphy,batter_total_bases,0.5,Under,MLB,0.0
3123,DJ Stewart,batter_total_bases,0.5,Over,MLB,0.0
3124,DJ Stewart,batter_total_bases,0.5,Under,MLB,0.0
3125,Pete Alonso,batter_total_bases,1.5,Over,MLB,0.0
3126,Pete Alonso,batter_total_bases,1.5,Under,MLB,0.0
3127,Michael Conforto,batter_total_bases,0.5,Over,MLB,0.0
3128,Michael Conforto,batter_total_bases,0.5,Under,MLB,0.0
3129,Jorge Soler,batter_total_bases,1.5,Over,MLB,0.0
3130,Jorge Soler,batter_total_bases,1.5,Under,MLB,0.0
3131,Thairo Estrada,batter_total_bases,0.5,Over,MLB,0.0
3132,Thairo Estrada,batter_total_bases,0.5,Under,MLB,0.0
3133,Jeff McNeil,batter_total_bases,0.5,Over,MLB,0.0
3134,Jeff McNeil,batter_total_bases,0.5,Under,MLB,0.0
3135,Matt Chapman,batter_total_bases,1.5,Over,MLB,0.0
3136,Matt Chapman,batter_total_bases,1.5,Under,MLB,0.0
3137,Harrison Bader,batter_total_bases,0.5,Over,MLB,0.0
3138,Harrison Bader,batter_total_bases,0.5,Under,MLB,0.0
3139,Tyler Fitzgerald,batter_total_bases,0.5,Over,MLB,0.0
3140,Tyler Fitzgerald,batter_total_bases,0.5,Under,MLB,0.0
3141,Brett Baty,batter_total_bases,0.5,Over,MLB,0.0
3142,Brett Baty,batter_total_bases,0.5,Under,MLB,0.0
3143,Jose Quintana,pitcher_earned_runs,2.5,Over,MLB,0.0
3144,Jose Quintana,pitcher_earned_runs,2.5,Under,MLB,0.0
3145,Keaton Winn,pitcher_earned_runs,2.5,Over,MLB,0.0
3146,Keaton Winn,pitcher_earned_runs,2.5,Under,MLB,0.0
3147,Jose Quintana,pitcher_hits_allowed,5.5,Over,MLB,0.0
3148,Jose Quintana,pitcher_hits_allowed,5.5,Under,MLB,0.0
3149,Keaton Winn,pitcher_hits_allowed,5.5,Over,MLB,0.0
3150,Keaton Winn,pitcher_hits_allowed,5.5,Under,MLB,0.0
3151,Jose Quintana,pitcher_hits_allowed,5.5,Over,MLB,0.0
3152,Jose Quintana,pitcher_hits_allowed,5.5,Under,MLB,0.0
3153,Keaton Winn,pitcher_hits_allowed,5.5,Over,MLB,0.0
3154,Keaton Winn,pitcher_hits_allowed,5.5,Under,MLB,0.0
3155,Jose Quintana,pitcher_outs,15.5,Over,MLB,0.0
3156,Jose Quintana,pitcher_outs,15.5,Under,MLB,0.0
3157,Keaton Winn,pitcher_outs,16.5,Over,MLB,0.0
3158,Keaton Winn,pitcher_outs,16.5,Under,MLB,0.0
3163,Jose Quintana,pitcher_strikeouts,4.5,Over,MLB,0.0
3164,Jose Quintana,pitcher_strikeouts,4.5,Under,MLB,0.0
3165,Keaton Winn,pitcher_strikeouts,4.5,Over,MLB,0.0
3166,Keaton Winn,pitcher_strikeouts,4.5,Under,MLB,0.0
3189,Brad Marchand,Points,0.5,Over,NHL,0.0
3190,Brad Marchand,Points,0.5,Under,NHL,0.0
3191,John Tavares,Points,0.5,Over,NHL,0.0
3192,John Tavares,Points,0.5,Under,NHL,0.0
3193,Charlie Coyle,Points,0.5,Over,NHL,0.0
3194,Charlie Coyle,Points,0.5,Under,NHL,0.0
3195,Morgan Rielly,Points,0.5,Over,NHL,0.0
3196,Morgan Rielly,Points,0.5,Under,NHL,0.0
3197,David Pastrnak,Points,1.5,Over,NHL,0.0
3198,David Pastrnak,Points,1.5,Under,NHL,0.0
3199,Pavel Zacha,Points,0.5,Over,NHL,0.0
3200,Pavel Zacha,Points,0.5,Under,NHL,0.0
3201,Auston Matthews,Points,1.5,Over,NHL,0.0
3202,Auston Matthews,Points,1.5,Under,NHL,0.0
3203,Tyler Bertuzzi,Points,0.5,Over,NHL,0.0
3204,Tyler Bertuzzi,Points,0.5,Under,NHL,0.0
3205,Jake DeBrusk,Points,0.5,Over,NHL,0.0
3206,Jake DeBrusk,Points,0.5,Under,NHL,0.0
3207,Mitch Marner,Points,1.5,Over,NHL,0.0
3208,Mitch Marner,Points,1.5,Under,NHL,0.0
3209,Morgan Geekie,Points,0.5,Over,NHL,0.0
3210,Morgan Geekie,Points,0.5,Under,NHL,0.0
3211,Brad Marchand,Assists,0.5,Over,NHL,0.0
3212,Brad Marchand,Assists,0.5,Under,NHL,0.0
3213,John Tavares,Assists,0.5,Over,NHL,0.0
3214,John Tavares,Assists,0.5,Under,NHL,0.0
3215,Charlie Coyle,Assists,0.5,Over,NHL,0.0
3216,Charlie Coyle,Assists,0.5,Under,NHL,0.0
3217,Morgan Rielly,Assists,0.5,Over,NHL,0.0
3218,Morgan Rielly,Assists,0.5,Under,NHL,0.0
3219,David Pastrnak,Assists,0.5,Over,NHL,0.0
3220,David Pastrnak,Assists,0.5,Under,NHL,0.0
