,Name,Line_Category,Line,Over_Under,League,Bookmaker,No_Vig_Probability
1904,Duncan Robinson,Steals,0.5,Under,NBA,Draftkings/Fanduel,0.6750312469954812
1905,Duncan Robinson,Steals,0.5,Over,NBA,Draftkings/Fanduel,0.3249687530045188
1906,Duncan Robinson,Points,6.5,Under,NBA,Draftkings/Fanduel,0.5324675324675324
1907,Duncan Robinson,Blocks,0.5,Over,NBA,Draftkings/Fanduel,0.12382234185733512
1908,Duncan Robinson,Blocks,0.5,Under,NBA,Draftkings/Fanduel,0.8761776581426648
1909,Duncan Robinson,player_threes,1.5,Over,NBA,Draftkings/Fanduel,0.5043297540699687
1910,Duncan Robinson,Points,6.5,Over,NBA,Draftkings/Fanduel,0.4675324675324675
1911,Duncan Robinson,player_threes,1.5,Under,NBA,Draftkings/Fanduel,0.4956702459300312
1912,Duncan Robinson,Points,6.5,Over,NBA,Pinnacle,0.46693386773547096
1913,Duncan Robinson,Points,6.5,Under,NBA,Pinnacle,0.533066132264529
1914,Duncan Robinson,player_threes,1.5,Over,NBA,Pinnacle,0.5060689431946916
1915,Duncan Robinson,player_threes,1.5,Under,NBA,Pinnacle,0.49393105680530824
1916,Dylan DeMelo,player_blocked_shots,1.5,Under,MLB,Draftkings/Fanduel,0.39325842696629215
1917,Dylan DeMelo,player_blocked_shots,1.5,Over,MLB,Draftkings/Fanduel,0.6067415730337079
1918,Dylan Strome,Assists,0.5,Over,MLB,Draftkings/Fanduel,0.41062056190182156
1919,Dylan Strome,Shots,1.5,Under,NHL,Pinnacle,0.3703261259108829
1920,Dylan Strome,Shots,1.5,Over,NHL,Pinnacle,0.6296738740891172
1921,Dylan Strome,Points,0.5,Under,NHL,Pinnacle,0.45182111572153066
1922,Dylan Strome,Points,0.5,Over,NHL,Pinnacle,0.5481788842784694
1923,Dylan Strome,Assists,0.5,Under,NHL,Pinnacle,0.5878076232774617
1924,Dylan Strome,Assists,0.5,Over,NHL,Pinnacle,0.4121923767225382
1925,Dylan Strome,Shots,1.5,Under,MLB,Draftkings/Fanduel,0.37699680511182104
1926,Dylan Strome,Shots,1.5,Over,MLB,Draftkings/Fanduel,0.6230031948881789
1927,Dylan Strome,Points,0.5,Under,MLB,Draftkings/Fanduel,0.449438202247191
1928,Dylan Strome,Points,0.5,Over,MLB,Draftkings/Fanduel,0.550561797752809
1929,Dylan Strome,Assists,0.5,Under,MLB,Draftkings/Fanduel,0.5893794380981785
1930,Edouard Julien,Total Bases,0.5,Under,MLB,Pinnacle,0.41271782329562823
1931,Edouard Julien,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.5897504337381556
1932,Edouard Julien,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.4102495662618444
1933,Edouard Julien,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.46938775510204084
1934,Edouard Julien,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.5306122448979592
1935,Edouard Julien,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.47093246194628297
1936,Edouard Julien,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.5834970530451867
1937,Edouard Julien,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.43363943175574915
1938,Edouard Julien,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.5663605682442509
1939,Edouard Julien,Total Bases,0.5,Over,MLB,Draftkings/Fanduel,0.5834970530451867
1940,Edouard Julien,Total Bases,0.5,Over,MLB,Pinnacle,0.5872821767043718
1941,Edouard Julien,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.4165029469548134
1942,Edouard Julien,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.5290675380537171
1943,Edouard Julien,Total Bases,0.5,Under,MLB,Draftkings/Fanduel,0.4165029469548134
1944,Eguy Rosario,Total Bases,0.5,Over,MLB,Draftkings/Fanduel,0.6112600536193029
1945,Eguy Rosario,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.5101214574898785
1946,Eguy Rosario,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.6266587443058032
1947,Eguy Rosario,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.4399254889785781
1948,Eguy Rosario,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.5600745110214219
1949,Eguy Rosario,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.4876553605712553
1950,Eguy Rosario,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.5123446394287446
1951,Eguy Rosario,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.3733412556941969
1952,Eguy Rosario,Total Bases,0.5,Under,MLB,Draftkings/Fanduel,0.3887399463806971
1953,Eguy Rosario,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.48987854251012153
1954,Eguy Rosario,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.2635267731987665
1955,Eguy Rosario,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.7364732268012335
1956,Eguy Rosario,Total Bases,0.5,Under,MLB,Pinnacle,0.3793559770621967
1957,Eguy Rosario,Total Bases,0.5,Over,MLB,Pinnacle,0.6206440229378033
1958,Elehuris Montero,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.5306122448979592
1959,Elehuris Montero,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.46938775510204084
1960,Elehuris Montero,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.41925162207803746
1961,Elehuris Montero,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.5807483779219624
1962,Elehuris Montero,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.497340425531915
1963,Elehuris Montero,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.5026595744680851
1964,Elehuris Montero,Total Bases,1.5,Over,MLB,Draftkings/Fanduel,0.4306847081205956
1965,Elehuris Montero,Total Bases,1.5,Under,MLB,Draftkings/Fanduel,0.5693152918794044
1966,Elehuris Montero,Total Bases,1.5,Under,MLB,Pinnacle,0.5757477243172952
1967,Elehuris Montero,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.33147998811595425
1968,Elehuris Montero,Total Bases,1.5,Over,MLB,Pinnacle,0.4242522756827048
1969,Elehuris Montero,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.22794846382556988
1970,Elehuris Montero,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.6685200118840456
1971,Elehuris Montero,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.7720515361744301
1972,Elias Diaz,Total Bases,1.5,Under,MLB,Draftkings/Fanduel,0.5570279928528886
1973,Elias Diaz,Hits,1.5,Under,MLB,Draftkings/Fanduel,0.687204504427061
1974,Elias Diaz,Total Bases,1.5,Under,MLB,Pinnacle,0.5510744774801295
1975,Elias Diaz,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.7546728971962617
1976,Elias Diaz,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.43668122270742354
1977,Elias Diaz,Hits,1.5,Over,MLB,Draftkings/Fanduel,0.31279549557293906
1978,Elias Diaz,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.4278523489932886
1979,Elias Diaz,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.5721476510067114
1980,Elias Diaz,Total Bases,1.5,Over,MLB,Draftkings/Fanduel,0.4429720071471114
1981,Elias Diaz,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.548513740886147
1982,Elias Diaz,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.45148625911385304
1983,Elias Diaz,Total Bases,1.5,Over,MLB,Pinnacle,0.4489255225198705
1984,Elias Diaz,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.5633187772925764
1985,Elias Diaz,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.24532710280373832
1986,Elias Lindholm,Shots,1.5,Over,NHL,Pinnacle,0.6016273944736396
1987,Elias Lindholm,Points,0.5,Under,MLB,Draftkings/Fanduel,0.550561797752809
1988,Elias Lindholm,Points,0.5,Over,NHL,Pinnacle,0.4321692911430133
1989,Elias Lindholm,Assists,0.5,Over,NHL,Pinnacle,0.31002276116474375
1990,Elias Lindholm,Assists,0.5,Under,MLB,Draftkings/Fanduel,0.6864406779661018
1991,Elias Lindholm,Shots,1.5,Under,NHL,Pinnacle,0.39837260552636033
1992,Elias Lindholm,Points,0.5,Over,MLB,Draftkings/Fanduel,0.449438202247191
1993,Elias Lindholm,Assists,0.5,Over,MLB,Draftkings/Fanduel,0.3135593220338983
1994,Elias Lindholm,Shots,1.5,Under,MLB,Draftkings/Fanduel,0.4007285974499089
1995,Elias Lindholm,Assists,0.5,Under,NHL,Pinnacle,0.6899772388352562
1996,Elias Lindholm,Points,0.5,Under,NHL,Pinnacle,0.5678307088569867
1997,Elias Lindholm,Shots,1.5,Over,MLB,Draftkings/Fanduel,0.599271402550091
1998,Elias Pettersson,Shots,2.5,Over,NHL,Pinnacle,0.4069552349241583
1999,Elias Pettersson,Shots,2.5,Under,NHL,Pinnacle,0.5930447650758416
2000,Elias Pettersson,Points,0.5,Over,MLB,Draftkings/Fanduel,0.550561797752809
2001,Elias Pettersson,Assists,0.5,Under,MLB,Draftkings/Fanduel,0.6067415730337079
2002,Elias Pettersson,Assists,0.5,Over,NHL,Pinnacle,0.3898047039059219
2003,Elias Pettersson,Points,0.5,Under,MLB,Draftkings/Fanduel,0.449438202247191
2004,Elias Pettersson,Shots,2.5,Over,MLB,Draftkings/Fanduel,0.41062056190182156
2005,Elias Pettersson,Shots,2.5,Under,MLB,Draftkings/Fanduel,0.5893794380981785
2006,Elias Pettersson,Points,0.5,Under,NHL,Pinnacle,0.43983231393031413
2007,Elias Pettersson,Points,0.5,Over,NHL,Pinnacle,0.5601676860696859
2008,Elias Pettersson,Assists,0.5,Under,NHL,Pinnacle,0.6101952960940782
2009,Elias Pettersson,Assists,0.5,Over,MLB,Draftkings/Fanduel,0.39325842696629215
2010,Elly De La Cruz,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.682811830261466
2011,Elly De La Cruz,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.31718816973853403
2012,Elly De La Cruz,Total Bases,0.5,Under,MLB,Draftkings/Fanduel,0.43668122270742354
2013,Elly De La Cruz,Total Bases,0.5,Over,MLB,Pinnacle,0.5580326239372371
2014,Elly De La Cruz,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.5834633385335414
2015,Elly De La Cruz,Total Bases,0.5,Under,MLB,Pinnacle,0.441967376062763
2016,Elly De La Cruz,Total Bases,0.5,Over,MLB,Draftkings/Fanduel,0.5633187772925764
2017,Elly De La Cruz,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.5679112995271483
2018,Elly De La Cruz,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.43208870047285175
2019,Elly De La Cruz,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.4165029469548134
2020,Elly De La Cruz,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.4165366614664587
2021,Elly De La Cruz,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.5834970530451867
2022,Elly De La Cruz,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.3790208732479581
2023,Elly De La Cruz,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.6209791267520419
2024,Eloy Jimenez,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.41098597115194624
2025,Eloy Jimenez,Total Bases,0.5,Under,MLB,Pinnacle,0.4282584157758449
2026,Eloy Jimenez,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.22794846382556988
2027,Eloy Jimenez,Total Bases,0.5,Under,MLB,Draftkings/Fanduel,0.42483660130718953
2028,Eloy Jimenez,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.5483494321197325
2029,Eloy Jimenez,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.7720515361744301
2030,Eloy Jimenez,Total Bases,0.5,Over,MLB,Draftkings/Fanduel,0.5751633986928105
2031,Eloy Jimenez,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.6818370452344722
2032,Eloy Jimenez,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.5890140288480538
2033,Eloy Jimenez,Total Bases,0.5,Over,MLB,Pinnacle,0.5717415842241551
2034,Eloy Jimenez,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.3181629547655277
2035,Eloy Jimenez,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.3887399463806971
2036,Eloy Jimenez,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.6112600536193029
2037,Eloy Jimenez,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.4516505678802675
2038,Emmanuel Rivera,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.6939976461357396
2039,Emmanuel Rivera,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.3060023538642605
2040,Emmanuel Rivera,Total Bases,0.5,Under,MLB,Draftkings/Fanduel,0.3730886850152905
2041,Emmanuel Rivera,Total Bases,0.5,Over,MLB,Draftkings/Fanduel,0.6269113149847094
2042,Emmanuel Rivera,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.5050100200400801
2043,Emmanuel Rivera,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.4949899799599199
2044,Emmanuel Rivera,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.6570683595964176
2045,Emmanuel Rivera,Total Bases,0.5,Under,MLB,Pinnacle,0.37161755862898377
2046,Emmanuel Rivera,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.5541401273885351
2047,Emmanuel Rivera,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.445859872611465
2048,Emmanuel Rivera,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.3771354194912956
2049,Emmanuel Rivera,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.6228645805087044
2050,Emmanuel Rivera,Total Bases,0.5,Over,MLB,Pinnacle,0.6283824413710163
2051,Emmanuel Rivera,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.34293164040358237
2052,Enmanuel Valdez,Total Bases,1.5,Over,MLB,Pinnacle,0.39667235964960607
2053,Enmanuel Valdez,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.635072746335093
2054,Enmanuel Valdez,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.4852941176470588
2055,Enmanuel Valdez,Total Bases,1.5,Under,MLB,Pinnacle,0.6033276403503939
2056,Enmanuel Valdez,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.5147058823529411
2057,Enmanuel Valdez,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.364927253664907
2058,Enmanuel Valdez,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.3912574203993524
2059,Enmanuel Valdez,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.6087425796006476
2060,Enmanuel Valdez,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.4671186147933849
2061,Enmanuel Valdez,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.5328813852066152
2062,Enmanuel Valdez,Total Bases,1.5,Over,MLB,Draftkings/Fanduel,0.40123952714334904
2063,Enmanuel Valdez,Total Bases,1.5,Under,MLB,Draftkings/Fanduel,0.5987604728566509
2064,Enmanuel Valdez,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.3069563484153877
2065,Enmanuel Valdez,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.6930436515846123
2066,Enrique Hernandez,Total Bases,1.5,Under,MLB,Pinnacle,0.5893967755570316
2067,Enrique Hernandez,Total Bases,1.5,Over,MLB,Pinnacle,0.41060322444296843
2068,Enrique Hernandez,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.7075606276747504
2069,Enrique Hernandez,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.29243937232524964
2070,Enrique Hernandez,Total Bases,1.5,Over,MLB,Draftkings/Fanduel,0.42857142857142855
2071,Enrique Hernandez,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.4794791961505802
2072,Enrique Hernandez,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.5205208038494197
2073,Enrique Hernandez,Total Bases,1.5,Under,MLB,Draftkings/Fanduel,0.5714285714285714
2074,Enrique Hernandez,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.43445649397394515
2075,Enrique Hernandez,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.4796954314720812
2076,Enrique Hernandez,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.5203045685279188
2077,Enrique Hernandez,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.33558987840946436
2078,Enrique Hernandez,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.5655435060260549
2079,Enrique Hernandez,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.6644101215905356
2080,Eric Gordon,player_threes,1.5,Under,NBA,Draftkings/Fanduel,0.5783762583344227
2081,Eric Gordon,player_threes,1.5,Over,NBA,Draftkings/Fanduel,0.42162374166557726
2082,Erick Fedde,Strikeouts,4.5,Under,MLB,Pinnacle,0.4215485710743289
2083,Erick Fedde,Strikeouts,4.5,Over,MLB,Pinnacle,0.578451428925671
2084,Erick Fedde,Strikeouts,4.5,Over,MLB,Draftkings/Fanduel,0.547101474499102
2085,Erick Fedde,Strikeouts,4.5,Under,MLB,Draftkings/Fanduel,0.45289852550089804
2086,Erick Fedde,Walks Allowed,2.5,Over,MLB,Draftkings/Fanduel,0.44247787610619466
2087,Erick Fedde,Walks Allowed,2.5,Under,MLB,Draftkings/Fanduel,0.5575221238938053
2088,Erik Cernak,player_blocked_shots,1.5,Under,MLB,Draftkings/Fanduel,0.4412029533585449
2089,Erik Cernak,player_blocked_shots,1.5,Over,MLB,Draftkings/Fanduel,0.558797046641455
2090,Estevan Florial,Total Bases,0.5,Under,MLB,Pinnacle,0.46979581974145224
2091,Estevan Florial,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.3982930298719772
2092,Estevan Florial,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.7285067873303167
2093,Estevan Florial,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.27149321266968324
2094,Estevan Florial,Total Bases,0.5,Under,MLB,Draftkings/Fanduel,0.46938775510204084
2095,Estevan Florial,Total Bases,0.5,Over,MLB,Draftkings/Fanduel,0.5306122448979592
2096,Estevan Florial,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.6017069701280228
2097,Estevan Florial,Total Bases,0.5,Over,MLB,Pinnacle,0.5302041802585478
2098,Estevan Florial,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.6599999999999999
2099,Estevan Florial,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.33999999999999997
2100,Estevan Florial,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.5306122448979592
2101,Estevan Florial,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.46938775510204084
2102,Estevan Florial,Hits + Runs + RBIs,0.5,Over,MLB,Draftkings/Fanduel,0.6017069701280228
2103,Estevan Florial,Hits + Runs + RBIs,0.5,Under,MLB,Draftkings/Fanduel,0.3982930298719772
2104,Eugenio Suarez,Total Bases,0.5,Over,MLB,Pinnacle,0.5930447650758416
2105,Eugenio Suarez,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.423455684870188
2106,Eugenio Suarez,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.5807483779219624
2107,Eugenio Suarez,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.41925162207803746
2108,Eugenio Suarez,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.5346534653465347
2109,Eugenio Suarez,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.4653465346534653
2110,Eugenio Suarez,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.41514360313315923
2111,Eugenio Suarez,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.5848563968668408
2112,Eugenio Suarez,Total Bases,0.5,Under,MLB,Draftkings/Fanduel,0.4165029469548134
2113,Eugenio Suarez,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.43348916277093075
2114,Eugenio Suarez,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.5665108372290693
2115,Eugenio Suarez,Total Bases,0.5,Over,MLB,Draftkings/Fanduel,0.5834970530451867
2116,Eugenio Suarez,Total Bases,0.5,Under,MLB,Pinnacle,0.4069552349241583
2117,Eugenio Suarez,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.576544315129812
2118,Evan Carter,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.5445920303605313
2119,Evan Carter,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.45540796963946867
2120,Evan Carter,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.6017285680915674
2121,Evan Carter,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.5749446902654867
2122,Evan Carter,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.4426177679418274
2123,Evan Carter,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.5573822320581726
2124,Evan Carter,Total Bases,0.5,Over,MLB,Draftkings/Fanduel,0.5940959409594097
2125,Evan Carter,Total Bases,0.5,Under,MLB,Draftkings/Fanduel,0.40590405904059046
2126,Evan Carter,Batter Walks,0.5,Over,MLB,Draftkings/Fanduel,0.3604118993135012
2127,Evan Carter,Batter Walks,0.5,Under,MLB,Draftkings/Fanduel,0.6395881006864989
2128,Evan Carter,Total Bases,0.5,Under,MLB,Pinnacle,0.39260592180598725
2129,Evan Carter,Total Bases,0.5,Over,MLB,Pinnacle,0.6073940781940128
2130,Evan Carter,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.4250553097345132
2131,Evan Carter,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.3982714319084326
2132,Evan Mobley,Assists,2.5,Under,NBA,Draftkings/Fanduel,0.49784898371044456
2133,Evan Mobley,Points + Rebounds,23.5,Under,NBA,Draftkings/Fanduel,0.47826086956521746
2134,Evan Mobley,Points + Rebounds,24.5,Over,NBA,Draftkings/Fanduel,0.4812406203101551
2135,Evan Mobley,Rebounds,8.5,Over,NBA,Pinnacle,0.46287177467008067
2136,Evan Mobley,Rebounds,8.5,Under,NBA,Pinnacle,0.5371282253299192
2137,Evan Mobley,Assists,2.5,Over,NBA,Pinnacle,0.5020223264843877
2138,Evan Mobley,Assists,2.5,Under,NBA,Pinnacle,0.49797767351561234
2139,Evan Mobley,Points,15.5,Over,NBA,Pinnacle,0.4738819463977177
2140,Evan Mobley,Points,15.5,Under,NBA,Pinnacle,0.5261180536022823
2141,Evan Mobley,Pts + Rebs + Asts,26.5,Under,NBA,Pinnacle,0.535105495291453
2142,Evan Mobley,Pts + Rebs + Asts,26.5,Over,NBA,Pinnacle,0.46489450470854693
2143,Evan Mobley,Assists,2.5,Over,NBA,Draftkings/Fanduel,0.5021510162895555
2144,Evan Mobley,Points + Rebounds,24.5,Under,NBA,Draftkings/Fanduel,0.518759379689845
2145,Evan Mobley,Pts + Rebs + Asts,26.5,Over,NBA,Draftkings/Fanduel,0.5148198986848496
2146,Evan Mobley,Pts + Rebs + Asts,26.5,Under,NBA,Draftkings/Fanduel,0.4851801013151505
2147,Evan Mobley,Points + Rebounds,23.5,Over,NBA,Draftkings/Fanduel,0.5217391304347826
2148,Evan Mobley,Rebounds,8.5,Under,NBA,Draftkings/Fanduel,0.49784898371044456
2149,Evan Mobley,Rebounds + Assists,11.5,Over,NBA,Draftkings/Fanduel,0.4750356633380884
2150,Evan Mobley,Blocks,1.5,Over,NBA,Draftkings/Fanduel,0.448558885283451
2151,Evan Mobley,Rebounds + Assists,11.5,Under,NBA,Draftkings/Fanduel,0.5249643366619116
2152,Evan Mobley,Blocks,1.5,Under,NBA,Draftkings/Fanduel,0.551441114716549
2153,Evan Mobley,Points + Assists,17.5,Under,NBA,Draftkings/Fanduel,0.4768135233622706
2154,Evan Mobley,Steals,1.5,Over,NBA,Draftkings/Fanduel,0.3425247738043947
2155,Evan Mobley,Steals,1.5,Under,NBA,Draftkings/Fanduel,0.6574752261956054
2156,Evan Mobley,Points,15.5,Over,NBA,Draftkings/Fanduel,0.48186962900859365
2157,Evan Mobley,Points,15.5,Under,NBA,Draftkings/Fanduel,0.5181303709914065
2158,Evan Mobley,Points + Assists,17.5,Over,NBA,Draftkings/Fanduel,0.5231864766377293
2159,Evan Mobley,Rebounds,8.5,Over,NBA,Draftkings/Fanduel,0.5021510162895555
2160,Evan Mobley,player_threes,0.5,Over,NBA,Draftkings/Fanduel,0.5306813946396503
2161,Evan Mobley,player_threes,0.5,Under,NBA,Draftkings/Fanduel,0.4693186053603497
2162,Evan Rodrigues,Shots,1.5,Over,MLB,Draftkings/Fanduel,0.6161482461945732
2163,Evan Rodrigues,Shots,1.5,Under,NHL,Pinnacle,0.3811053329254614
2164,Evan Rodrigues,Shots,1.5,Over,NHL,Pinnacle,0.6188946670745386
2165,Evan Rodrigues,Points,0.5,Under,NHL,Pinnacle,0.6398034067191813
2166,Evan Rodrigues,Points,0.5,Over,NHL,Pinnacle,0.36019659328081877
2167,Evan Rodrigues,Assists,0.5,Over,NHL,Pinnacle,0.23304723469561756
2168,Evan Rodrigues,Points,0.5,Over,MLB,Draftkings/Fanduel,0.36214953271028044
2169,Evan Rodrigues,Assists,0.5,Over,MLB,Draftkings/Fanduel,0.2359550561797753
2170,Evan Rodrigues,Points,0.5,Under,MLB,Draftkings/Fanduel,0.6378504672897196
2171,Evan Rodrigues,Assists,0.5,Under,MLB,Draftkings/Fanduel,0.7640449438202247
2172,Evan Rodrigues,Assists,0.5,Under,NHL,Pinnacle,0.7669527653043824
2173,Evan Rodrigues,Shots,1.5,Under,MLB,Draftkings/Fanduel,0.38385175380542685
2174,Ezequiel Duran,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.5346534653465347
2175,Ezequiel Duran,Total Bases,0.5,Over,MLB,Pinnacle,0.6125363660407299
2176,Ezequiel Duran,Total Bases,0.5,Under,MLB,Pinnacle,0.3874636339592701
2177,Ezequiel Duran,Total Bases,0.5,Under,MLB,Draftkings/Fanduel,0.3959708232025009
2178,Ezequiel Duran,Hits,0.5,Over,MLB,Draftkings/Fanduel,0.6040291767974991
2179,Ezequiel Duran,Hits,0.5,Under,MLB,Draftkings/Fanduel,0.3959708232025009
2180,Ezequiel Duran,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.445859872611465
2181,Ezequiel Duran,Singles,0.5,Over,MLB,Draftkings/Fanduel,0.4653465346534653
2182,Ezequiel Duran,Total Bases,0.5,Over,MLB,Draftkings/Fanduel,0.6040291767974991
2183,Ezequiel Duran,Hits + Runs + RBIs,1.5,Under,MLB,Draftkings/Fanduel,0.5541401273885351
2184,Ezequiel Duran,Runs,0.5,Over,MLB,Draftkings/Fanduel,0.3604118993135012
2185,Ezequiel Duran,Runs,0.5,Under,MLB,Draftkings/Fanduel,0.6395881006864989
2186,Ezequiel Tovar,Hits,1.5,Over,MLB,Draftkings/Fanduel,0.33872436137738987
2187,Ezequiel Tovar,Hits + Runs + RBIs,1.5,Over,MLB,Draftkings/Fanduel,0.5751633986928105
2188,Ezequiel Tovar,Hits,1.5,Under,MLB,Draftkings/Fanduel,0.6612756386226102
2189,Ezequiel Tovar,Singles,0.5,Under,MLB,Draftkings/Fanduel,0.4306907002711756
