,Sport Identifier,Match Info,Outcome,Player Name,Player Stat
644,sspz8,NYM 3 @ WSH 10 - 5/15/23 4:05PM,NT6cP,Eduardo Escobar,Lower  - 0.5 Singles
645,sspz8,WSH 10 vs NYM 3 - 5/15/23 4:05PM,NT6cP,Joey Meneses,Lower  - 0.5 Singles
646,sspz8,WSH 10 vs NYM 3 - 5/15/23 4:05PM,NT6cP,Lane Thomas,Lower  - 0.5 Singles
647,sspz8,WSH 10 vs NYM 3 - 5/15/23 4:05PM,o3o4E,Keibert Ruiz,Lower  - 0.5 Singles
648,sspz8,LAA 9 @ BAL 5 - 5/15/23 6:35PM,NT6cP,Shohei Ohtani,Lower  - 0.5 Singles
649,sspz8,NYM 3 @ WSH 10 - 5/15/23 4:05PM,,Brandon Nimmo,Lower  - 2.0 Hits + Runs + RBIs
650,sspz8,WSH 10 vs NYM 3 - 5/15/23 4:05PM,NT6cP,Joey Meneses,Lower  - 0.5 Singles
651,sspz8,NYM 3 @ WSH 10 - 5/15/23 4:05PM,o3o4E,Francisco Lindor,Lower  - 0.5 Singles
652,sspz8,NYM 3 @ WSH 10 - 5/15/23 4:05PM,o3o4E,Tommy Pham,Lower  - 0.5 Singles
653,sspz8,NYM 3 @ WSH 10 - 5/15/23 4:05PM,NT6cP,Pete Alonso,Lower  - 0.5 Singles
654,sspz8,STL 9 @ BOS 1 - 5/14/23 7:10PM,,Tommy Edman,Lower  - 0.5 Singles
655,sspz8,BOS 1 vs STL 9 - 5/14/23 7:10PM,NT6cP,Alex Verdugo,Lower  - 1.5 Total Bases
656,sspz8,STL 9 @ BOS 1 - 5/14/23 7:10PM,o3o4E,Brendan Donovan,Lower  - 0.5 Singles
657,sspz8,STL 9 @ BOS 1 - 5/14/23 7:10PM,NT6cP,Dylan Carlson,Lower  - 0.5 Singles
658,sspz8,BOS 1 vs STL 9 - 5/14/23 7:10PM,NT6cP,Rafael Devers,Lower  - 0.5 Singles
659,sspz8,ARI 2 vs SF 1 - 5/14/23 4:10PM,,Nick Ahmed,Lower  - 0.5 Singles
660,sspz8,ARI 2 vs SF 1 - 5/14/23 4:10PM,o3o4E,Christian Walker,Lower  - 0.5 Singles
661,sspz8,ARI 2 vs SF 1 - 5/14/23 4:10PM,o3o4E,Ketel Marte,Lower  - 0.5 Runs
662,sspz8,ARI 2 vs SF 1 - 5/14/23 4:10PM,o3o4E,Corbin Carroll,Lower  - 0.5 Singles
663,sspz8,STL 9 @ BOS 1 - 5/14/23 7:10PM,NT6cP,Paul Goldschmidt,Lower  - 0.5 Singles
664,sspz8,LAD 4 vs SD 0 - 5/14/23 4:10PM,o3o4E,Miguel Vargas,Lower  - 0.5 Singles
665,sspz8,LAD 4 vs SD 0 - 5/14/23 4:10PM,o3o4E,Miguel Rojas,Lower  - 0.5 Singles
666,sspz8,LAD 4 vs SD 0 - 5/14/23 4:10PM,,Trayce Thompson,Lower  - 0.5 Hits
667,l6l_J,SF 1 @ ARI 2 - 5/14/23 4:10PM,o3o4E,Casey Schmitt,Lower  - 0.5 Singles
668,sspz8,SF 1 @ ARI 2 - 5/14/23 4:10PM,o3o4E,J.D. Davis,Lower  - 0.5 Singles
669,sspz8,LAD 4 vs SD 0 - 5/14/23 4:10PM,,Will Smith,Lower  - 0.5 Singles
670,sspz8,LAD 4 vs SD 0 - 5/14/23 4:10PM,o3o4E,J.D. Martinez,Lower  - 0.5 Singles
671,sspz8,SD 0 @ LAD 4 - 5/14/23 4:10PM,,Austin Nola,Lower  - 0.5 Hits
672,sspz8,LAD 4 vs SD 0 - 5/14/23 4:10PM,o3o4E,Mookie Betts,Lower  - 0.5 Singles
673,sspz8,SD 0 @ LAD 4 - 5/14/23 4:10PM,o3o4E,Jake Cronenworth,Lower  - 0.5 Singles
674,sspz8,SD 0 @ LAD 4 - 5/14/23 4:10PM,NT6cP,Fernando Tatis Jr.,Lower  - 1.5 Total Bases
675,sspz8,SD 0 @ LAD 4 - 5/14/23 4:10PM,o3o4E,Manny Machado,Lower  - 0.5 Singles
676,sspz8,OAK 3 vs TEX 11 - 5/14/23 4:07PM,,Tony Kemp,Lower  - 0.5 Hits
677,sspz8,OAK 3 vs TEX 11 - 5/14/23 4:07PM,o3o4E,Carlos Pérez,Lower  - 0.5 Hits
678,sspz8,OAK 3 vs TEX 11 - 5/14/23 4:07PM,NT6cP,Shea Langeliers,Lower  - 0.5 Hits
679,sspz8,COL 4 vs PHI 0 - 5/14/23 3:10PM,,Randal Grichuk,Lower  - 0.5 Singles
680,sspz8,COL 4 vs PHI 0 - 5/14/23 3:10PM,,Alan Trejo,Lower  - 0.5 Singles
681,sspz8,COL 4 vs PHI 0 - 5/14/23 3:10PM,o3o4E,Jurickson Profar,Lower  - 0.5 Singles
682,sspz8,COL 4 vs PHI 0 - 5/14/23 3:10PM,o3o4E,Ezequiel Tovar,Lower  - 0.5 Singles
683,sspz8,TEX 11 @ OAK 3 - 5/14/23 4:07PM,,Bubba Thompson,Lower  - 0.5 Hits
684,sspz8,PHI 0 @ COL 4 - 5/14/23 3:10PM,,Josh Harrison,Lower  - 0.5 Singles
685,sspz8,PHI 0 @ COL 4 - 5/14/23 3:10PM,o3o4E,Edmundo Sosa,Lower  - 0.5 Singles
686,sspz8,COL 4 vs PHI 0 - 5/14/23 3:10PM,NT6cP,Charlie Blackmon,Lower  - 0.5 Singles
687,sspz8,PHI 0 @ COL 4 - 5/14/23 3:10PM,NT6cP,J.T. Realmuto,Lower  - 1.5 Total Bases
688,sspz8,COL 4 vs PHI 0 - 5/14/23 3:10PM,o3o4E,C.J. Cron,Lower  - 0.5 Singles
689,sspz8,PHI 0 @ COL 4 - 5/14/23 3:10PM,o3o4E,Bryce Harper,Lower  - 1.5 Total Bases
690,sspz8,PHI 0 @ COL 4 - 5/14/23 3:10PM,o3o4E,Nick Castellanos,Lower  - 1.5 Total Bases
691,sspz8,MIL 9 vs KC 6 - 5/14/23 2:10PM,o3o4E,Joey Wiemer,Lower  - 0.5 Hits
692,sspz8,KC 6 @ MIL 9 - 5/14/23 2:10PM,o3o4E,Vinnie Pasquantino,Lower  - 0.5 Singles
693,sspz8,KC 6 @ MIL 9 - 5/14/23 2:10PM,NT6cP,Salvador Perez,Lower  - 0.5 Singles
694,sspz8,MIN 16 vs CHC 3 - 5/14/23 2:10PM,NT6cP,Carlos Correa,Lower  - 0.5 Singles
695,sspz8,CHC 3 @ MIN 16 - 5/14/23 2:10PM,o3o4E,Trey Mancini,Lower  - 0.5 Singles
696,sspz8,CHC 3 @ MIN 16 - 5/14/23 2:10PM,o3o4E,Yan Gomes,Lower  - 0.5 Singles
697,sspz8,CHC 3 @ MIN 16 - 5/14/23 2:10PM,o3o4E,Ian Happ,Lower  - 0.5 Singles
698,sspz8,MIN 16 vs CHC 3 - 5/14/23 2:10PM,NT6cP,Christian Vázquez,Lower  - 0.5 Singles
699,sspz8,CHC 3 @ MIN 16 - 5/14/23 2:10PM,o3o4E,Seiya Suzuki,Lower  - 0.5 Singles
700,sspz8,CHC 3 @ MIN 16 - 5/14/23 2:10PM,o3o4E,Trey Mancini,Lower  - 0.5 Singles
701,sspz8,CWS 3 vs HOU 4 - 5/14/23 2:10PM,o3o4E,Luis Robert Jr.,Lower  - 0.5 Singles
702,sspz8,CWS 3 vs HOU 4 - 5/14/23 2:10PM,o3o4E,Hanser Alberto,Lower  - 0.5 Singles
703,sspz8,CWS 3 vs HOU 4 - 5/14/23 2:10PM,o3o4E,Andrew Vaughn,Lower  - 0.5 Singles
704,sspz8,DET 5 vs SEA 3 - 5/14/23 1:40PM,NT6cP,Jake Rogers,Lower  - 0.5 Hits
705,sspz8,HOU 4 @ CWS 3 - 5/14/23 2:10PM,NT6cP,Yordan Alvarez,Lower  - 0.5 Runs
706,sspz8,HOU 4 @ CWS 3 - 5/14/23 2:10PM,o3o4E,Chas McCormick,Lower  - 0.5 Hits
707,sspz8,DET 5 vs SEA 3 - 5/14/23 1:40PM,o3o4E,Andy Ibáñez,Lower  - 0.5 Singles
708,sspz8,DET 5 vs SEA 3 - 5/14/23 1:40PM,o3o4E,Matt Vierling,Lower  - 0.5 Singles
709,sspz8,SEA 3 @ DET 5 - 5/14/23 1:40PM,NT6cP,AJ Pollock,Lower  - 0.5 Singles
710,sspz8,DET 5 vs SEA 3 - 5/14/23 1:40PM,NT6cP,Zach McKinstry,Lower  - 0.5 Singles
711,sspz8,DET 5 vs SEA 3 - 5/14/23 1:40PM,o3o4E,Andy Ibáñez,Lower  - 0.5 Singles
712,sspz8,DET 5 vs SEA 3 - 5/14/23 1:40PM,o3o4E,Spencer Torkelson,Lower  - 0.5 Singles
713,sspz8,DET 5 vs SEA 3 - 5/14/23 1:40PM,NT6cP,Riley Greene,Lower  - 0.5 Singles
714,l6l_J,CIN 1 @ MIA 3 - 5/14/23 1:40PM,o3o4E,Henry Ramos,Lower  - 0.5 Singles
715,sspz8,MIA 3 vs CIN 1 - 5/14/23 1:40PM,NT6cP,Garrett Cooper,Lower  - 0.5 Singles
716,sspz8,MIA 3 vs CIN 1 - 5/14/23 1:40PM,NT6cP,Garrett Hampson,Lower  - 0.5 Hits
717,sspz8,MIA 3 vs CIN 1 - 5/14/23 1:40PM,NT6cP,Bryan De La Cruz,Lower  - 0.5 Singles
718,sspz8,SEA 3 @ DET 5 - 5/14/23 1:40PM,NT6cP,Julio Rodríguez,Lower  - 0.5 Singles
719,sspz8,TOR 6 vs ATL 5 - 5/14/23 1:37PM,NT6cP,George Springer,Lower  - 0.5 Singles
720,sspz8,TOR 6 vs ATL 5 - 5/14/23 1:37PM,NT6cP,Brandon Belt,Lower  - 0.5 Hits
721,sspz8,CIN 1 @ MIA 3 - 5/14/23 1:40PM,NT6cP,Kevin Newman,Lower  - 0.5 Singles
722,sspz8,CIN 1 @ MIA 3 - 5/14/23 1:40PM,o3o4E,Spencer Steer,Lower  - 0.5 Singles
723,sspz8,CIN 1 @ MIA 3 - 5/14/23 1:40PM,o3o4E,Jonathan India,Lower  - 0.5 Singles
724,sspz8,ATL 5 @ TOR 6 - 5/14/23 1:37PM,NT6cP,Michael Harris II,Lower  - 0.5 Singles
725,sspz8,ATL 5 @ TOR 6 - 5/14/23 1:37PM,NT6cP,Travis d'Arnaud,Lower  - 0.5 Singles
726,sspz8,TOR 6 vs ATL 5 - 5/14/23 1:37PM,NT6cP,Vladimir Guerrero Jr.,Lower  - 0.5 Singles
727,sspz8,ATL 5 @ TOR 6 - 5/14/23 1:37PM,o3o4E,Ozzie Albies,Lower  - 0.5 Singles
728,sspz8,TOR 6 vs ATL 5 - 5/14/23 1:37PM,NT6cP,George Springer,Lower  - 0.5 Singles
729,sspz8,PIT 4 @ BAL 0 - 5/14/23 1:35PM,NT6cP,Austin Hedges,Lower  - 0.5 Hits
730,sspz8,BAL 0 vs PIT 4 - 5/14/23 1:35PM,NT6cP,Cedric Mullins,Lower  - 0.5 Singles
731,sspz8,BAL 0 vs PIT 4 - 5/14/23 1:35PM,NT6cP,Austin Hays,Lower  - 0.5 Singles
732,sspz8,PIT 4 @ BAL 0 - 5/14/23 1:35PM,NT6cP,Ji Hwan Bae,Lower  - 0.5 Singles
733,sspz8,BAL 0 vs PIT 4 - 5/14/23 1:35PM,NT6cP,James McCann,Lower  - 0.5 Singles
734,sspz8,TB 8 @ NYY 7 - 5/14/23 1:35PM,NT6cP,Jose Siri,Lower  - 0.5 Hits
735,sspz8,PIT 4 @ BAL 0 - 5/14/23 1:35PM,NT6cP,Bryan Reynolds,Lower  - 0.5 Singles
736,sspz8,TB 8 @ NYY 7 - 5/14/23 1:35PM,o3o4E,Randy Arozarena,Lower  - 0.5 Singles
737,sspz8,NYY 7 vs TB 8 - 5/14/23 1:35PM,NT6cP,Harrison Bader,Lower  - 0.5 Singles
738,sspz8,NYY 7 vs TB 8 - 5/14/23 1:35PM,o3o4E,Jose Trevino,Lower  - 0.5 Singles
739,sspz8,COL 4 vs PHI 7 - 5/13/23 8:10PM,o3o4E,Ryan McMahon,Lower  - 0.5 Singles
740,sspz8,PHI 7 @ COL 4 - 5/13/23 8:10PM,o3o4E,Alec Bohm,Lower  - 1.5 Total Bases
741,sspz8,COL 4 vs PHI 7 - 5/13/23 8:10PM,o3o4E,Randal Grichuk,Lower  - 0.5 Singles
742,sspz8,COL 4 vs PHI 7 - 5/13/23 8:10PM,o3o4E,C.J. Cron,Lower  - 0.5 Singles
743,sspz8,COL 4 vs PHI 7 - 5/13/23 8:10PM,o3o4E,Alan Trejo,Lower  - 0.5 Singles
744,sspz8,ARI 7 vs SF 2 - 5/13/23 8:10PM,o3o4E,Dominic Fletcher,Lower  - 0.5 Singles
745,sspz8,PHI 7 @ COL 4 - 5/13/23 8:10PM,o3o4E,Brandon Marsh,Lower  - 0.5 Singles
746,sspz8,ARI 7 vs SF 2 - 5/13/23 8:10PM,o3o4E,Alek Thomas,Lower  - 0.5 Singles
747,sspz8,ARI 7 vs SF 2 - 5/13/23 8:10PM,NT6cP,Jose Herrera,Lower  - 0.5 Hits
748,sspz8,PHI 7 @ COL 4 - 5/13/23 8:10PM,NT6cP,Bryson Stott,Lower  - 1.5 Total Bases
749,sspz8,ARI 7 vs SF 2 - 5/13/23 8:10PM,o3o4E,Alek Thomas,Lower  - 0.5 Singles
750,sspz8,ARI 7 vs SF 2 - 5/13/23 8:10PM,NT6cP,Ketel Marte,Lower  - 1.5 Total Bases
751,sspz8,ARI 7 vs SF 2 - 5/13/23 8:10PM,NT6cP,Corbin Carroll,Lower  - 0.5 Singles
752,sspz8,ARI 7 vs SF 2 - 5/13/23 8:10PM,o3o4E,Christian Walker,Lower  - 0.5 Singles
753,sspz8,SF 2 @ ARI 7 - 5/13/23 8:10PM,o3o4E,Joey Bart,Lower  - 0.5 Hits
754,sspz8,SF 2 @ ARI 7 - 5/13/23 8:10PM,o3o4E,Thairo Estrada,Lower  - 0.5 Singles
755,sspz8,HOU 1 @ CWS 3 - 5/13/23 7:15PM,NT6cP,Jeremy Peña,Lower  - 0.5 Singles
756,sspz8,SF 2 @ ARI 7 - 5/13/23 8:10PM,o3o4E,Joey Bart,Lower  - 0.5 Hits
757,sspz8,LAD 4 vs SD 2 - 5/13/23 7:15PM,o3o4E,Jason Heyward,Lower  - 0.5 Hits
758,sspz8,CWS 3 vs HOU 1 - 5/13/23 7:15PM,o3o4E,Andrew Vaughn,Lower  - 0.5 Singles
759,sspz8,LAD 4 vs SD 2 - 5/13/23 7:15PM,NT6cP,Max Muncy,Lower  - 0.5 Hits
760,sspz8,LAD 4 vs SD 2 - 5/13/23 7:15PM,NT6cP,Freddie Freeman,Lower  - 0.5 Singles
761,sspz8,LAD 4 vs SD 2 - 5/13/23 7:15PM,NT6cP,Will Smith,Lower  - 0.5 Singles
762,sspz8,SD 2 @ LAD 4 - 5/13/23 7:15PM,o3o4E,Adam Engel,Lower  - 0.5 Hits
763,sspz8,LAD 4 vs SD 2 - 5/13/23 7:15PM,o3o4E,Mookie Betts,Lower  - 0.5 Singles
764,sspz8,SD 2 @ LAD 4 - 5/13/23 7:15PM,NT6cP,Xander Bogaerts,Lower  - 0.5 Singles
765,sspz8,MIL 4 vs KC 3 - 5/13/23 7:10PM,o3o4E,Owen Miller,Lower  - 0.5 Singles
766,sspz8,SD 2 @ LAD 4 - 5/13/23 7:15PM,o3o4E,Manny Machado,Lower  - 0.5 Singles
767,sspz8,MIL 4 vs KC 3 - 5/13/23 7:10PM,NT6cP,Brian Anderson,Lower  - 0.5 Singles
768,sspz8,MIL 4 vs KC 3 - 5/13/23 7:10PM,NT6cP,Brice Turang,Lower  - 0.5 Singles
769,sspz8,KC 3 @ MIL 4 - 5/13/23 7:10PM,o3o4E,Vinnie Pasquantino,Lower  - 0.5 Singles
770,sspz8,KC 3 @ MIL 4 - 5/13/23 7:10PM,NT6cP,Nate Eaton,Lower  - 0.5 Singles
771,sspz8,MIL 4 vs KC 3 - 5/13/23 7:10PM,o3o4E,Jesse Winker,Lower  - 0.5 Singles
772,sspz8,MIL 4 vs KC 3 - 5/13/23 7:10PM,o3o4E,William Contreras,Lower  - 0.5 Singles
773,sspz8,MIL 4 vs KC 3 - 5/13/23 7:10PM,NT6cP,Brian Anderson,Lower  - 0.5 Singles
774,sspz8,BAL 2 vs PIT 0 - 5/13/23 7:05PM,NT6cP,Adam Frazier,Lower  - 0.5 Singles
775,sspz8,KC 3 @ MIL 4 - 5/13/23 7:10PM,NT6cP,Salvador Perez,Lower  - 0.5 Singles
776,sspz8,KC 3 @ MIL 4 - 5/13/23 7:10PM,o3o4E,Vinnie Pasquantino,Lower  - 0.5 Singles
777,sspz8,KC 3 @ MIL 4 - 5/13/23 7:10PM,NT6cP,Bobby Witt Jr.,Lower  - 0.5 Runs
778,sspz8,BAL 2 vs PIT 0 - 5/13/23 7:05PM,NT6cP,Austin Hays,Lower  - 0.5 Singles
779,sspz8,BAL 2 vs PIT 0 - 5/13/23 7:05PM,NT6cP,Adley Rutschman,Lower  - 0.5 Singles
780,sspz8,BAL 2 vs PIT 0 - 5/13/23 7:05PM,o3o4E,Cedric Mullins,Lower  - 0.5 Singles
781,sspz8,BAL 2 vs PIT 0 - 5/13/23 7:05PM,o3o4E,Ryan Mountcastle,Lower  - 0.5 Singles
782,sspz8,PIT 0 @ BAL 2 - 5/13/23 7:05PM,o3o4E,Jack Suwinski,Lower  - 0.5 Hits
783,sspz8,PIT 0 @ BAL 2 - 5/13/23 7:05PM,o3o4E,Jason Delay,Lower  - 0.5 Hits
784,sspz8,PIT 0 @ BAL 2 - 5/13/23 7:05PM,NT6cP,Bryan Reynolds,Lower  - 0.5 Singles
785,sspz8,CLE 8 vs LAA 6 - 5/13/23 6:10PM,o3o4E,Cam Gallagher,Lower  - 0.5 Hits
786,sspz8,PIT 0 @ BAL 2 - 5/13/23 7:05PM,o3o4E,Ji Hwan Bae,Lower  - 0.5 Singles
787,sspz8,PIT 0 @ BAL 2 - 5/13/23 7:05PM,o3o4E,Connor Joe,Lower  - 0.5 Singles
788,sspz8,PIT 0 @ BAL 2 - 5/13/23 7:05PM,o3o4E,Miguel Andujar,Lower  - 0.5 Singles
789,sspz8,CLE 8 vs LAA 6 - 5/13/23 6:10PM,o3o4E,Andrés Giménez,Lower  - 0.5 Singles
790,sspz8,CLE 8 vs LAA 6 - 5/13/23 6:10PM,NT6cP,Josh Naylor,Lower  - 0.5 Singles
791,sspz8,CLE 8 vs LAA 6 - 5/13/23 6:10PM,o3o4E,Myles Straw,Lower  - 0.5 Singles
792,sspz8,LAA 6 @ CLE 8 - 5/13/23 6:10PM,o3o4E,Shohei Ohtani,Lower  - 0.5 Singles
793,sspz8,CLE 8 vs LAA 6 - 5/13/23 6:10PM,NT6cP,Josh Bell,Lower  - 0.5 Singles
794,sspz8,BOS 112 vs PHI 88 - 5/14/23 3:40PM,NT6cP,Al Horford,Higher  - 8.0 Points
795,sspz8,GSW 101 @ LAL 122 - 5/12/23 10:10PM,NT6cP,Moses Moody,Lower  - 5.5 Points
796,sspz8,GSW 101 @ LAL 122 - 5/12/23 10:10PM,o3o4E,Jordan Poole,Lower  - 1.5 3-Pointers Made
797,sspz8,GSW 101 @ LAL 122 - 5/12/23 10:10PM,o3o4E,Gary Payton II,Lower  - 9.5 Points
798,vuk2U,PHI 88 @ BOS 112 - 5/14/23 3:40PM,o3o4E,James Harden,Higher  - 0.5 Points
799,sspz8,LAL 122 vs GSW 101 - 5/12/23 10:10PM,NT6cP,Anthony Davis,Lower  - 14.5 Rebounds
800,sspz8,LAL 122 vs GSW 101 - 5/12/23 10:10PM,o3o4E,LeBron James,Higher  - 15.0 Rebounds + Assists
801,sspz8,MIA 96 vs NYK 92 - 5/12/23 7:40PM,NT6cP,Gabe Vincent,Lower  - 4.0 Assists
802,sspz8,LAL 122 vs GSW 101 - 5/12/23 10:10PM,NT6cP,LeBron James,Lower  - 15.0 Rebounds + Assists
803,sspz8,NYK 92 @ MIA 96 - 5/12/23 7:40PM,o3o4E,Jalen Brunson,Lower  - 7.0 Assists
804,sspz8,NEW 2 @ LEE 2 - 5/13/23 7:30AM,NT6cP,Bruno Guimarães,Higher  - 1.0 Shots Attempted
805,sspz8,MIN 2 vs CHC 6 - 5/12/23 8:10PM,o3o4E,Sonny Gray,Higher  - 6.0 Strikeouts
806,sspz8,GSW 101 @ LAL 122 - 5/12/23 10:10PM,o3o4E,Andrew Wiggins,Lower  - 8.0 Rebounds + Assists
807,sspz8,NYK 92 @ MIA 96 - 5/12/23 7:40PM,NT6cP,Mitchell Robinson,Higher  - 6.0 Points
808,sspz8,MIA 96 vs NYK 92 - 5/12/23 7:40PM,,Kyle Lowry,Higher  - 11.0 Points
809,sspz8,MIA 96 vs NYK 92 - 5/12/23 7:40PM,o3o4E,Kevin Love,Lower  - 8.0 Points
810,sspz8,PHX 100 vs DEN 125 - 5/11/23 10:10PM,o3o4E,Kevin Durant,Lower  - 15.5 Rebounds + Assists
811,sspz8,PHX 100 vs DEN 125 - 5/11/23 10:10PM,NT6cP,Cam Payne,Higher  - 5.0 Assists
812,sspz8,BOS 95 @ PHI 86 - 5/11/23 7:40PM,o3o4E,Jayson Tatum,Lower  - 15.5 Rebounds + Assists
813,sspz8,NYY 2 vs TB 8 - 5/11/23 7:05PM,o3o4E,Domingo Germán,Lower  - 5.0 Strikeouts
814,sspz8,MIN 5 vs SD 3 - 5/11/23 1:10PM,NT6cP,Bailey Ober,Lower  - 5.0 Strikeouts
815,sspz8,BOS 95 @ PHI 86 - 5/11/23 7:40PM,o3o4E,Derrick White,Lower  - 17.5 Pts + Rebs + Asts
816,J5xEz,GSW 121 vs LAL 106 - 5/10/23 10:10PM,NT6cP,Jordan Poole,Higher  - 14.5 Points
817,J5xEz,LAL 106 @ GSW 121 - 5/10/23 10:10PM,o3o4E,LeBron James,Lower  - 29.5 Points
818,J5xEz,GSW 121 vs LAL 106 - 5/10/23 10:10PM,NT6cP,Stephen Curry,Higher  - 4.5 3-Pointers Made
819,sspz8,GSW 121 vs LAL 106 - 5/10/23 10:10PM,NT6cP,Donte DiVincenzo,Higher  - 5.5 Points
820,sspz8,SEA 2 @ DAL 5 - 5/11/23 9:34PM,,Jaden Schwartz,Higher  - 2.0 Shots
821,sspz8,GSW 121 vs LAL 106 - 5/10/23 10:10PM,o3o4E,Draymond Green,Lower  - 7.0 Assists
822,sspz8,GSW 121 vs LAL 106 - 5/10/23 10:10PM,NT6cP,Stephen Curry,Higher  - 45.0 Pts + Rebs + Asts
823,sspz8,GSW 121 vs LAL 106 - 5/10/23 10:10PM,o3o4E,Stephen Curry,Lower  - 5.0 3-Pointers Made
824,sspz8,LAL 106 @ GSW 121 - 5/10/23 10:10PM,o3o4E,Anthony Davis,Lower  - 14.0 Rebounds
825,sspz8,GSW 121 vs LAL 106 - 5/10/23 10:10PM,,Kevon Looney,Lower  - 4.0 Points
826,sspz8,BOS 95 @ PHI 86 - 5/11/23 7:40PM,o3o4E,Jayson Tatum,Lower  - 10.0 Rebounds
827,sspz8,LAL 106 @ GSW 121 - 5/10/23 10:10PM,o3o4E,LeBron James,Lower  - 31.5 Points + Assists
828,sspz8,GSW 121 vs LAL 106 - 5/10/23 10:10PM,o3o4E,Stephen Curry,Higher  - 7.0 Assists
829,sspz8,EDM 4 vs VGK 1 - 5/10/23 10:04PM,,Connor McDavid,Higher  - 4.0 Shots
830,sspz8,GSW 121 vs LAL 106 - 5/10/23 10:10PM,NT6cP,Stephen Curry,Higher  - 5.0 3-Pointers Made
831,sspz8,LAL 106 @ GSW 121 - 5/10/23 10:10PM,o3o4E,Jarred Vanderbilt,Lower  - 5.0 Points
832,sspz8,DEN 125 @ PHX 100 - 5/11/23 10:10PM,o3o4E,Nikola Jokic,Lower  - 23.0 Rebounds + Assists
833,sspz8,LAL 106 @ GSW 121 - 5/10/23 10:10PM,o3o4E,LeBron James,Lower  - 15.0 Rebounds + Assists
834,sspz8,GSW 121 vs LAL 106 - 5/10/23 10:10PM,NT6cP,Stephen Curry,Higher  - 12.5 Rebounds + Assists
835,sspz8,NYK 112 vs MIA 103 - 5/10/23 7:40PM,o3o4E,Josh Hart,Lower  - 7.0 Rebounds
836,sspz8,MIA 103 @ NYK 112 - 5/10/23 7:40PM,o3o4E,Kevin Love,Lower  - 6.0 Rebounds
837,vuk2U,PHI 86 vs BOS 95 - 5/11/23 7:40PM,o3o4E,Joel Embiid,Lower  - 9.5 FT Made
838,sspz8,LAL 106 @ GSW 121 - 5/10/23 10:10PM,o3o4E,Lonnie Walker,Lower  - 9.0 Points
839,sspz8,LAL 106 @ GSW 121 - 5/10/23 10:10PM,o3o4E,Anthony Davis,Lower  - 24.5 Points
840,vuk2U,PHX 100 vs DEN 125 - 5/11/23 10:10PM,NT6cP,Devin Booker,Higher  - 31.5 Points
841,sspz8,DEN 125 @ PHX 100 - 5/11/23 10:10PM,o3o4E,Michael Porter,Lower  - 8.0 Rebounds + Assists
842,sspz8,LAL 106 @ GSW 121 - 5/10/23 10:10PM,o3o4E,LeBron James,Lower  - 15.0 Rebounds + Assists
843,vuk2U,DEN 125 @ PHX 100 - 5/11/23 10:10PM,o3o4E,Nikola Jokic,Higher  - 52.5 Pts + Rebs + Asts
844,sspz8,EDM 4 vs VGK 1 - 5/10/23 10:04PM,o3o4E,Leon Draisaitl,Lower  - 4.0 Shots
845,sspz8,FLA 1 vs TOR 2 - 5/10/23 7:04PM,NT6cP,Aleksander Barkov,Lower  - 3.0 Shots
846,vuk2U,BOS 95 @ PHI 86 - 5/11/23 7:40PM,o3o4E,Jayson Tatum,Lower  - 39.5 Points + Rebounds
847,sspz8,DEN 118 vs PHX 102 - 5/09/23 10:10PM,o3o4E,Nikola Jokic,Lower  - 14.0 Rebounds
848,sspz8,LAL 104 vs GSW 101 - 5/08/23 10:10PM,o3o4E,Anthony Davis,Higher  - 14.0 Rebounds
849,sspz8,PHI 115 @ BOS 103 - 5/09/23 7:40PM,o3o4E,Joel Embiid,Lower  - 11.0 Rebounds
850,sspz8,NJ 1 vs CAR 6 - 5/09/23 7:04PM,o3o4E,Jack Hughes,Lower  - 4.0 Shots
851,sspz8,LAA 6 vs HOU 4 - 5/08/23 9:38PM,NT6cP,Patrick Sandoval,Higher  - 4.0 Strikeouts
852,sspz8,VGK 5 @ EDM 1 - 5/08/23 8:34PM,NT6cP,Alex Pietrangelo,Higher  - 2.0 Shots
853,J5xEz,PHX 129 vs DEN 124 - 5/07/23 8:10PM,,T.J. Warren,Higher  - 5.0 Points
854,J5xEz,PHX 129 vs DEN 124 - 5/07/23 8:10PM,o3o4E,Jock Landale,Higher  - 6.5 Points
855,J5xEz,DEN 124 @ PHX 129 - 5/07/23 8:10PM,NT6cP,Jeff Green,Higher  - 5.5 Points
856,sspz8,STL 12 vs DET 6 - 5/07/23 2:15PM,o3o4E,Steven Matz,Lower  - 6.0 Strikeouts
857,vuk2U,LAL 104 vs GSW 101 - 5/08/23 10:10PM,o3o4E,LeBron James,Higher  - 0.5 Points
858,sspz8,LAL 104 vs GSW 101 - 5/08/23 10:10PM,o3o4E,Jarred Vanderbilt,Lower  - 6.0 Points
859,sspz8,BOS 114 @ PHI 102 - 5/05/23 7:40PM,NT6cP,Jayson Tatum,Lower  - 14.0 Rebounds + Assists
860,vuk2U,BOS 114 @ PHI 102 - 5/05/23 7:40PM,o3o4E,Jaylen Brown,Higher  - 0.5 Points
861,sspz8,SEA 4 vs HOU 6 - 5/05/23 10:10PM,o3o4E,Luis Castillo,Lower  - 7.0 Strikeouts
862,sspz8,BOS 3 vs FLA 4 - 4/30/23 6:34PM,NT6cP,David Pastrnak,Lower  - 5.0 Shots
