,Sport Identifier,Match Info,Outcome,Player Name,Player Stat
426,sspz8,ATL 3 vs SEA 2 - 5/21/23 1:35PM,NT6cP,Austin Riley,Lower  - 0.5 Singles
427,sspz8,MIA 128 vs BOS 102 - 5/21/23 8:40PM,o3o4E,Bam Adebayo,Lower  - 4.0 Assists
428,sspz8,MIA 128 vs BOS 102 - 5/21/23 8:40PM,NT6cP,Caleb Martin,Lower  - 11.0 Points
429,sspz8,MIA 128 vs BOS 102 - 5/21/23 8:40PM,o3o4E,Caleb Martin,Higher  - 11.0 Points
430,sspz8,BOS 102 @ MIA 128 - 5/21/23 8:40PM,,Jaylen Brown,Lower  - 6.0 Rebounds
431,sspz8,BOS 102 @ MIA 128 - 5/21/23 8:40PM,NT6cP,Al Horford,Higher  - 6.0 Rebounds
432,sspz8,BOS 102 @ MIA 128 - 5/21/23 8:40PM,NT6cP,Jayson Tatum,Higher  - 5.0 Assists
433,sspz8,BOS 102 @ MIA 128 - 5/21/23 8:40PM,o3o4E,Robert Williams,Higher  - 6.5 Rebounds
434,sspz8,MIA 128 vs BOS 102 - 5/21/23 8:40PM,o3o4E,Kyle Lowry,Lower  - 9.5 Points
435,sspz8,MIA 128 vs BOS 102 - 5/21/23 8:40PM,o3o4E,Jimmy Butler,Higher  - 6.5 Rebounds
436,sspz8,BOS 102 @ MIA 128 - 5/21/23 8:40PM,NT6cP,Malcolm Brogdon,Higher  - 3.5 Rebounds
437,sspz8,LAL 108 vs DEN 119 - 5/20/23 8:40PM,NT6cP,Rui Hachimura,Lower  - 4.0 Rebounds
438,sspz8,DEN 119 @ LAL 108 - 5/20/23 8:40PM,o3o4E,Bruce Brown,Higher  - 11.0 Points
439,sspz8,DEN 119 @ LAL 108 - 5/20/23 8:40PM,o3o4E,Nikola Jokic,Lower  - 10.5 Assists
440,sspz8,LAL 108 vs DEN 119 - 5/20/23 8:40PM,,D'Angelo Russell,Higher  - 4.0 Assists
441,sspz8,LAL 108 vs DEN 119 - 5/20/23 8:40PM,NT6cP,Anthony Davis,Lower  - 25.0 Points
442,sspz8,DEN 119 @ LAL 108 - 5/20/23 8:40PM,o3o4E,Bruce Brown,Higher  - 4.0 Rebounds
443,sspz8,DEN 119 @ LAL 108 - 5/20/23 8:40PM,NT6cP,Nikola Jokic,Higher  - 14.0 Rebounds
444,sspz8,BOS 4 @ SD 2 - 5/20/23 10:10PM,,Reese McGuire,Lower  - 0.5 Hits
445,sspz8,BOS 4 @ SD 2 - 5/20/23 10:10PM,,Justin Turner,Lower  - 0.5 Singles
446,sspz8,BOS 4 @ SD 2 - 5/20/23 10:10PM,o3o4E,Masataka Yoshida,Lower  - 0.5 Singles
447,sspz8,BOS 4 @ SD 2 - 5/20/23 10:10PM,NT6cP,Raimel Tapia,Lower  - 0.5 Singles
448,sspz8,SD 2 vs BOS 4 - 5/20/23 10:10PM,NT6cP,Juan Soto,Lower  - 1.5 Hits + Runs + RBIs
449,sspz8,BOS 4 @ SD 2 - 5/20/23 10:10PM,NT6cP,Alex Verdugo,Lower  - 0.5 Singles
450,sspz8,BOS 4 @ SD 2 - 5/20/23 10:10PM,o3o4E,Masataka Yoshida,Lower  - 0.5 Singles
451,sspz8,MIN 6 @ LAA 2 - 5/20/23 10:07PM,,Trevor Larnach,Lower  - 0.5 Hits
452,sspz8,MIN 6 @ LAA 2 - 5/20/23 10:07PM,NT6cP,Kyle Farmer,Lower  - 0.5 Singles
453,sspz8,MIN 6 @ LAA 2 - 5/20/23 10:07PM,NT6cP,Michael A. Taylor,Lower  - 0.5 Hits
454,sspz8,MIN 6 @ LAA 2 - 5/20/23 10:07PM,NT6cP,Carlos Correa,Lower  - 0.5 Singles
455,sspz8,STL 6 vs LAD 5 - 5/20/23 7:15PM,o3o4E,Tommy Edman,Lower  - 0.5 Singles
456,sspz8,STL 6 vs LAD 5 - 5/20/23 7:15PM,o3o4E,Alec Burleson,Lower  - 0.5 Singles
457,sspz8,STL 6 vs LAD 5 - 5/20/23 7:15PM,o3o4E,Lars Nootbaar,Lower  - 0.5 Singles
458,sspz8,STL 6 vs LAD 5 - 5/20/23 7:15PM,o3o4E,Brendan Donovan,Lower  - 0.5 Singles
459,sspz8,LAD 5 @ STL 6 - 5/20/23 7:15PM,o3o4E,J.D. Martinez,Lower  - 0.5 Singles
460,sspz8,LAD 5 @ STL 6 - 5/20/23 7:15PM,o3o4E,Miguel Vargas,Lower  - 0.5 Singles
461,sspz8,LAD 5 @ STL 6 - 5/20/23 7:15PM,NT6cP,David Peralta,Lower  - 0.5 Singles
462,sspz8,STL 6 vs LAD 5 - 5/20/23 7:15PM,NT6cP,Nolan Arenado,Lower  - 0.5 Singles
463,sspz8,LAD 5 @ STL 6 - 5/20/23 7:15PM,,Miguel Rojas,Lower  - 0.5 Singles
464,sspz8,ATL 3 vs SEA 7 - 5/20/23 7:15PM,NT6cP,Sean Murphy,Lower  - 0.5 Singles
465,sspz8,ATL 3 vs SEA 7 - 5/20/23 7:15PM,o3o4E,Orlando Arcia,Lower  - 0.5 Singles
466,sspz8,LAD 5 @ STL 6 - 5/20/23 7:15PM,NT6cP,Freddie Freeman,Lower  - 1.5 Total Bases
467,sspz8,LAD 5 @ STL 6 - 5/20/23 7:15PM,NT6cP,Mookie Betts,Lower  - 0.5 Singles
468,sspz8,ATL 3 vs SEA 7 - 5/20/23 7:15PM,o3o4E,Michael Harris II,Lower  - 0.5 Singles
469,sspz8,ATL 3 vs SEA 7 - 5/20/23 7:15PM,NT6cP,Ronald Acuña Jr.,Lower  - 1.5 Total Bases
470,sspz8,SEA 7 @ ATL 3 - 5/20/23 7:15PM,NT6cP,Taylor Trammell,Lower  - 0.5 Hits
471,sspz8,ATL 3 vs SEA 7 - 5/20/23 7:15PM,o3o4E,Ozzie Albies,Lower  - 1.5 Hits + Runs + RBIs
472,sspz8,SEA 7 @ ATL 3 - 5/20/23 7:15PM,NT6cP,J.P. Crawford,Lower  - 0.5 Singles
473,sspz8,ATL 3 vs SEA 7 - 5/20/23 7:15PM,NT6cP,Austin Riley,Lower  - 0.5 Singles
474,sspz8,TB 8 vs MIL 4 - 5/20/23 4:10PM,NT6cP,Manuel Margot,Lower  - 0.5 Singles
475,sspz8,TB 8 vs MIL 4 - 5/20/23 4:10PM,,Wander Franco,Lower  - 2.0 Hits + Runs + RBIs
476,sspz8,SEA 7 @ ATL 3 - 5/20/23 7:15PM,NT6cP,Julio Rodríguez,Lower  - 1.5 Hits + Runs + RBIs
477,sspz8,MIL 4 @ TB 8 - 5/20/23 4:10PM,o3o4E,Victor Caratini,Lower  - 0.5 Singles
478,sspz8,TB 8 vs MIL 4 - 5/20/23 4:10PM,NT6cP,Yandy Díaz,Lower  - 1.5 Total Bases
479,sspz8,HOU 3 vs OAK 2 - 5/20/23 4:10PM,NT6cP,Kyle Tucker,Lower  - 0.5 Singles
480,sspz8,HOU 3 vs OAK 2 - 5/20/23 4:10PM,NT6cP,Jose Altuve,Lower  - 1.5 Total Bases
481,sspz8,HOU 3 vs OAK 2 - 5/20/23 4:10PM,o3o4E,José Abreu,Lower  - 0.5 Singles
482,sspz8,MIL 4 @ TB 8 - 5/20/23 4:10PM,NT6cP,Christian Yelich,Lower  - 0.5 Singles
483,sspz8,MIL 4 @ TB 8 - 5/20/23 4:10PM,o3o4E,Owen Miller,Lower  - 0.5 Singles
484,sspz8,OAK 2 @ HOU 3 - 5/20/23 4:10PM,NT6cP,Jace Peterson,Lower  - 0.5 Hits
485,sspz8,HOU 3 vs OAK 2 - 5/20/23 4:10PM,NT6cP,Alex Bregman,Lower  - 0.5 Runs
486,sspz8,OAK 2 @ HOU 3 - 5/20/23 4:10PM,NT6cP,Ryan Noda,Lower  - 0.5 Hits
487,sspz8,HOU 3 vs OAK 2 - 5/20/23 4:10PM,NT6cP,Yordan Alvarez,Lower  - 1.5 Total Bases
488,sspz8,OAK 2 @ HOU 3 - 5/20/23 4:10PM,o3o4E,JJ Bleday,Lower  - 0.5 Hits
489,RVpkT,OAK 2 @ HOU 3 - 5/20/23 4:10PM,NT6cP,Brent Rooker,Lower  - 6.5 Fantasy Points
490,sspz8,CIN 4 vs NYY 7 - 5/20/23 4:10PM,o3o4E,Tyler Stephenson,Lower  - 0.5 Singles
491,l6l_J,CIN 4 vs NYY 7 - 5/20/23 4:10PM,o3o4E,Matt McLain,Lower  - 0.5 Singles
492,sspz8,CIN 4 vs NYY 7 - 5/20/23 4:10PM,NT6cP,Spencer Steer,Lower  - 0.5 Singles
493,sspz8,CIN 4 vs NYY 7 - 5/20/23 4:10PM,NT6cP,Jake Fraley,Lower  - 0.5 Singles
494,sspz8,NYY 7 @ CIN 4 - 5/20/23 4:10PM,NT6cP,Ben Rortvedt,Lower  - 0.5 Hits
495,sspz8,CIN 4 vs NYY 7 - 5/20/23 4:10PM,o3o4E,Nick Senzel,Lower  - 0.5 Singles
496,sspz8,NYY 7 @ CIN 4 - 5/20/23 4:10PM,o3o4E,Isiah Kiner-Falefa,Lower  - 0.5 Singles
497,sspz8,NYY 7 @ CIN 4 - 5/20/23 4:10PM,NT6cP,Harrison Bader,Lower  - 0.5 Singles
498,sspz8,CIN 4 vs NYY 7 - 5/20/23 4:10PM,NT6cP,Jonathan India,Lower  - 1.5 Hits + Runs + RBIs
499,sspz8,WSH 5 vs DET 2 - 5/20/23 4:05PM,o3o4E,Jeimer Candelario,Lower  - 0.5 Singles
500,sspz8,NYY 7 @ CIN 4 - 5/20/23 4:10PM,NT6cP,Aaron Judge,Lower  - 2.5 Hits + Runs + RBIs
501,sspz8,NYY 7 @ CIN 4 - 5/20/23 4:10PM,NT6cP,Gleyber Torres,Lower  - 1.5 Total Bases
502,sspz8,WSH 5 vs DET 2 - 5/20/23 4:05PM,o3o4E,CJ Abrams,Lower  - 0.5 Singles
503,sspz8,WSH 5 vs DET 2 - 5/20/23 4:05PM,o3o4E,Corey Dickerson,Lower  - 0.5 Singles
504,sspz8,WSH 5 vs DET 2 - 5/20/23 4:05PM,o3o4E,Dominic Smith,Lower  - 0.5 Runs
505,sspz8,DET 2 @ WSH 5 - 5/20/23 4:05PM,o3o4E,Matt Vierling,Lower  - 1.5 Total Bases
506,sspz8,WSH 5 vs DET 2 - 5/20/23 4:05PM,NT6cP,Lane Thomas,Lower  - 0.5 Singles
507,sspz8,WSH 5 vs DET 2 - 5/20/23 4:05PM,o3o4E,Joey Meneses,Lower  - 1.5 Total Bases
508,sspz8,DET 2 @ WSH 5 - 5/20/23 4:05PM,NT6cP,Eric Haase,Lower  - 0.5 Singles
509,sspz8,DET 2 @ WSH 5 - 5/20/23 4:05PM,NT6cP,Spencer Torkelson,Lower  - 0.5 Singles
510,sspz8,DET 2 @ WSH 5 - 5/20/23 4:05PM,o3o4E,Andy Ibáñez,Lower  - 1.5 Total Bases
511,sspz8,DET 2 @ WSH 5 - 5/20/23 4:05PM,o3o4E,Javier Báez,Lower  - 1.5 Total Bases
512,sspz8,SF 0 vs MIA 1 - 5/20/23 4:05PM,o3o4E,Wilmer Flores,Lower  - 0.5 Singles
513,l6l_J,SF 0 vs MIA 1 - 5/20/23 4:05PM,NT6cP,Patrick Bailey,Lower  - 0.5 Singles
514,sspz8,SF 0 vs MIA 1 - 5/20/23 4:05PM,o3o4E,Thairo Estrada,Lower  - 2.0 Hits + Runs + RBIs
515,sspz8,SF 0 vs MIA 1 - 5/20/23 4:05PM,o3o4E,J.D. Davis,Lower  - 0.5 Singles
516,sspz8,MIA 1 @ SF 0 - 5/20/23 4:05PM,NT6cP,Nick Fortes,Lower  - 0.5 Singles
517,sspz8,SF 0 vs MIA 1 - 5/20/23 4:05PM,o3o4E,Mitch Haniger,Lower  - 0.5 Singles
518,sspz8,SF 0 vs MIA 1 - 5/20/23 4:05PM,o3o4E,Michael Conforto,Lower  - 0.5 Singles
519,sspz8,MIA 1 @ SF 0 - 5/20/23 4:05PM,o3o4E,Jorge Soler,Lower  - 1.5 Hits + Runs + RBIs
520,sspz8,MIA 1 @ SF 0 - 5/20/23 4:05PM,o3o4E,Luis Arraez,Lower  - 1.5 Total Bases
521,sspz8,PIT 3 vs ARI 4 - 5/20/23 4:05PM,NT6cP,Ji Hwan Bae,Lower  - 0.5 Singles
522,sspz8,PIT 3 vs ARI 4 - 5/20/23 4:05PM,NT6cP,Austin Hedges,Lower  - 0.5 Hits
523,sspz8,PIT 3 vs ARI 4 - 5/20/23 4:05PM,o3o4E,Jack Suwinski,Lower  - 0.5 Batter Walks
524,sspz8,ARI 4 @ PIT 3 - 5/20/23 4:05PM,NT6cP,Dominic Fletcher,Lower  - 0.5 Singles
525,sspz8,ARI 4 @ PIT 3 - 5/20/23 4:05PM,o3o4E,Geraldo Perdomo,Lower  - 0.5 Hits
526,sspz8,ARI 4 @ PIT 3 - 5/20/23 4:05PM,NT6cP,Lourdes Gurriel Jr.,Lower  - 0.5 Singles
527,sspz8,PIT 3 vs ARI 4 - 5/20/23 4:05PM,o3o4E,Andrew McCutchen,Lower  - 0.5 Runs
528,sspz8,ARI 4 @ PIT 3 - 5/20/23 4:05PM,o3o4E,Josh Rojas,Lower  - 0.5 Singles
529,sspz8,ARI 4 @ PIT 3 - 5/20/23 4:05PM,NT6cP,Corbin Carroll,Lower  - 1.5 Hits + Runs + RBIs
530,sspz8,ARI 4 @ PIT 3 - 5/20/23 4:05PM,NT6cP,Ketel Marte,Lower  - 0.5 Singles
531,sspz8,TEX 11 vs COL 5 - 5/20/23 4:05PM,NT6cP,Corey Seager,Lower  - 0.5 Singles
532,sspz8,TEX 11 vs COL 5 - 5/20/23 4:05PM,NT6cP,Marcus Semien,Lower  - 0.5 Runs
533,sspz8,COL 5 @ TEX 11 - 5/20/23 4:05PM,NT6cP,Mike Moustakas,Lower  - 0.5 Hits
534,sspz8,PHI 12 vs CHC 3 - 5/20/23 4:05PM,NT6cP,Nick Castellanos,Lower  - 0.5 Singles
535,sspz8,COL 5 @ TEX 11 - 5/20/23 4:05PM,NT6cP,Harold Castro,Lower  - 0.5 Singles
536,sspz8,COL 5 @ TEX 11 - 5/20/23 4:05PM,NT6cP,Charlie Blackmon,Lower  - 0.5 Singles
537,sspz8,COL 5 @ TEX 11 - 5/20/23 4:05PM,o3o4E,Elias Díaz,Lower  - 0.5 Singles
538,sspz8,COL 5 @ TEX 11 - 5/20/23 4:05PM,NT6cP,Jurickson Profar,Lower  - 0.5 Singles
539,sspz8,PHI 12 vs CHC 3 - 5/20/23 4:05PM,NT6cP,Bryce Harper,Lower  - 1.5 Total Bases
540,sspz8,CHC 3 @ PHI 12 - 5/20/23 4:05PM,o3o4E,Patrick Wisdom,Lower  - 0.5 Hits
541,sspz8,CHC 3 @ PHI 12 - 5/20/23 4:05PM,NT6cP,Christopher Morel,Lower  - 0.5 Hits
542,l6l_J,CHC 3 @ PHI 12 - 5/20/23 4:05PM,NT6cP,Matt Mervis,Lower  - 0.5 Hits
543,sspz8,PHI 12 vs CHC 3 - 5/20/23 4:05PM,o3o4E,J.T. Realmuto,Lower  - 0.5 Singles
544,sspz8,TOR 5 vs BAL 6 - 5/20/23 3:07PM,NT6cP,Santiago Espinal,Lower  - 0.5 Singles
545,sspz8,TOR 5 vs BAL 6 - 5/20/23 3:07PM,o3o4E,Vladimir Guerrero Jr.,Lower  - 0.5 Singles
546,sspz8,CHC 3 @ PHI 12 - 5/20/23 4:05PM,o3o4E,Dansby Swanson,Lower  - 0.5 Singles
547,sspz8,CHC 3 @ PHI 12 - 5/20/23 4:05PM,o3o4E,Seiya Suzuki,Lower  - 0.5 Singles
548,sspz8,TOR 5 vs BAL 6 - 5/20/23 3:07PM,o3o4E,Bo Bichette,Lower  - 1.5 Total Bases
549,sspz8,TOR 5 vs BAL 6 - 5/20/23 3:07PM,NT6cP,George Springer,Lower  - 2.0 Hits + Runs + RBIs
550,sspz8,BAL 6 @ TOR 5 - 5/20/23 3:07PM,o3o4E,Ryan Mountcastle,Lower  - 0.5 Singles
551,sspz8,BAL 6 @ TOR 5 - 5/20/23 3:07PM,o3o4E,Anthony Santander,Lower  - 1.5 Total Bases
552,sspz8,BAL 6 @ TOR 5 - 5/20/23 3:07PM,o3o4E,Cedric Mullins,Lower  - 0.5 Singles
553,sspz8,BAL 6 @ TOR 5 - 5/20/23 3:07PM,NT6cP,Adam Frazier,Lower  - 0.5 Singles
554,sspz8,MIN 8 @ LAD 9 - 5/15/23 10:10PM,,Ryan Jeffers,Lower  - 0.5 Hits
555,sspz8,LAD 9 vs MIN 8 - 5/15/23 10:10PM,NT6cP,Freddie Freeman,Lower  - 0.5 Singles
556,sspz8,MIN 8 @ LAD 9 - 5/15/23 10:10PM,NT6cP,Kyle Farmer,Lower  - 0.5 Singles
557,sspz8,LAD 9 vs MIN 8 - 5/15/23 10:10PM,NT6cP,Will Smith,Lower  - 0.5 Singles
558,sspz8,LAD 9 vs MIN 8 - 5/15/23 10:10PM,NT6cP,Max Muncy,Lower  - 0.5 Hits
559,sspz8,SF 6 vs PHI 3 - 5/15/23 9:45PM,,LaMonte Wade Jr.,Lower  - 0.5 Hits
560,l6l_J,SF 6 vs PHI 3 - 5/15/23 9:45PM,NT6cP,Casey Schmitt,Lower  - 0.5 Singles
561,sspz8,SF 6 vs PHI 3 - 5/15/23 9:45PM,NT6cP,Mitch Haniger,Lower  - 0.5 Singles
562,sspz8,MIN 8 @ LAD 9 - 5/15/23 10:10PM,NT6cP,Nick Gordon,Lower  - 0.5 Singles
563,sspz8,MIN 8 @ LAD 9 - 5/15/23 10:10PM,NT6cP,Byron Buxton,Lower  - 1.5 Hits + Runs + RBIs
564,sspz8,SF 6 vs PHI 3 - 5/15/23 9:45PM,NT6cP,J.D. Davis,Lower  - 1.5 Hits + Runs + RBIs
565,sspz8,PHI 3 @ SF 6 - 5/15/23 9:45PM,NT6cP,Trea Turner,Lower  - 1.5 Total Bases
566,sspz8,PHI 3 @ SF 6 - 5/15/23 9:45PM,o3o4E,Brandon Marsh,Lower  - 0.5 Singles
567,sspz8,PHI 3 @ SF 6 - 5/15/23 9:45PM,NT6cP,J.T. Realmuto,Lower  - 0.5 Singles
568,sspz8,PHI 3 @ SF 6 - 5/15/23 9:45PM,o3o4E,Edmundo Sosa,Lower  - 0.5 Singles
569,sspz8,SD 4 vs KC 0 - 5/15/23 9:40PM,NT6cP,Xander Bogaerts,Lower  - 0.5 Singles
570,sspz8,SD 4 vs KC 0 - 5/15/23 9:40PM,NT6cP,Austin Nola,Lower  - 0.5 Hits
571,sspz8,SD 4 vs KC 0 - 5/15/23 9:40PM,o3o4E,Jake Cronenworth,Lower  - 0.5 Singles
572,sspz8,PHI 3 @ SF 6 - 5/15/23 9:45PM,o3o4E,Trea Turner,Lower  - 0.5 Singles
573,sspz8,PHI 3 @ SF 6 - 5/15/23 9:45PM,,Bryce Harper,Lower  - 2.0 Hits + Runs + RBIs
574,sspz8,KC 0 @ SD 4 - 5/15/23 9:40PM,o3o4E,Nick Pratto,Lower  - 0.5 Hits
575,sspz8,KC 0 @ SD 4 - 5/15/23 9:40PM,NT6cP,Michael Massey,Lower  - 0.5 Hits
576,sspz8,KC 0 @ SD 4 - 5/15/23 9:40PM,o3o4E,Edward Olivares,Lower  - 0.5 Singles
577,sspz8,SD 4 vs KC 0 - 5/15/23 9:40PM,NT6cP,Fernando Tatis Jr.,Lower  - 0.5 Singles
578,sspz8,SD 4 vs KC 0 - 5/15/23 9:40PM,o3o4E,Juan Soto,Lower  - 1.5 Hits + Runs + RBIs
579,sspz8,OAK 2 vs ARI 5 - 5/15/23 9:40PM,NT6cP,Nick Allen,Lower  - 0.5 Hits
580,sspz8,KC 0 @ SD 4 - 5/15/23 9:40PM,o3o4E,Salvador Perez,Lower  - 0.5 Singles
581,sspz8,KC 0 @ SD 4 - 5/15/23 9:40PM,o3o4E,Vinnie Pasquantino,Lower  - 1.5 Hits + Runs + RBIs
582,sspz8,OAK 2 vs ARI 5 - 5/15/23 9:40PM,NT6cP,Jace Peterson,Lower  - 0.5 Hits
583,sspz8,KC 0 @ SD 4 - 5/15/23 9:40PM,o3o4E,Bobby Witt Jr.,Lower  - 0.5 Singles
584,sspz8,OAK 2 vs ARI 5 - 5/15/23 9:40PM,NT6cP,Esteury Ruiz,Lower  - 0.5 Singles
585,sspz8,OAK 2 vs ARI 5 - 5/15/23 9:40PM,o3o4E,Drew Rucinski,Lower  - 3.0 Strikeouts
586,sspz8,ARI 5 @ OAK 2 - 5/15/23 9:40PM,o3o4E,Pavin Smith,Lower  - 0.5 Batter Walks
587,sspz8,OAK 2 vs ARI 5 - 5/15/23 9:40PM,o3o4E,Shea Langeliers,Lower  - 0.5 Hits
588,sspz8,OAK 2 vs ARI 5 - 5/15/23 9:40PM,o3o4E,JJ Bleday,Lower  - 0.5 Hits
589,sspz8,COL 9 vs CIN 8 - 5/15/23 8:40PM,NT6cP,Mike Moustakas,Lower  - 0.5 Hits
590,sspz8,ARI 5 @ OAK 2 - 5/15/23 9:40PM,,Christian Walker,Lower  - 0.5 Singles
591,sspz8,ARI 5 @ OAK 2 - 5/15/23 9:40PM,NT6cP,Gabriel Moreno,Lower  - 0.5 Singles
592,sspz8,COL 9 vs CIN 8 - 5/15/23 8:40PM,,Elias Díaz,Lower  - 0.5 Singles
593,sspz8,ARI 5 @ OAK 2 - 5/15/23 9:40PM,NT6cP,Josh Rojas,Lower  - 0.5 Singles
594,sspz8,COL 9 vs CIN 8 - 5/15/23 8:40PM,o3o4E,Kris Bryant,Lower  - 0.5 Singles
595,sspz8,COL 9 vs CIN 8 - 5/15/23 8:40PM,o3o4E,Ezequiel Tovar,Lower  - 0.5 Singles
596,sspz8,COL 9 vs CIN 8 - 5/15/23 8:40PM,,Jurickson Profar,Lower  - 0.5 Singles
597,sspz8,COL 9 vs CIN 8 - 5/15/23 8:40PM,NT6cP,Harold Castro,Lower  - 0.5 Singles
598,sspz8,ARI 5 @ OAK 2 - 5/15/23 9:40PM,NT6cP,Ketel Marte,Lower  - 0.5 Singles
599,sspz8,CIN 8 @ COL 9 - 5/15/23 8:40PM,NT6cP,Jonathan India,Lower  - 1.5 Total Bases
600,l6l_J,CIN 8 @ COL 9 - 5/15/23 8:40PM,NT6cP,Henry Ramos,Lower  - 0.5 Singles
601,sspz8,COL 9 vs CIN 8 - 5/15/23 8:40PM,o3o4E,Kris Bryant,Lower  - 0.5 Singles
602,sspz8,CIN 8 @ COL 9 - 5/15/23 8:40PM,NT6cP,Jake Fraley,Lower  - 0.5 Singles
603,sspz8,CIN 8 @ COL 9 - 5/15/23 8:40PM,NT6cP,Spencer Steer,Lower  - 0.5 Singles
604,sspz8,HOU 6 vs CHC 4 - 5/15/23 8:10PM,NT6cP,José Abreu,Lower  - 0.5 Singles
605,sspz8,CHC 4 @ HOU 6 - 5/15/23 8:10PM,NT6cP,Patrick Wisdom,Lower  - 0.5 Hits
606,sspz8,CIN 8 @ COL 9 - 5/15/23 8:40PM,NT6cP,Nick Senzel,Lower  - 0.5 Singles
607,sspz8,HOU 6 vs CHC 4 - 5/15/23 8:10PM,NT6cP,Chas McCormick,Lower  - 0.5 Hits
608,sspz8,HOU 6 vs CHC 4 - 5/15/23 8:10PM,,Yordan Alvarez,Lower  - 2.0 Hits + Runs + RBIs
609,sspz8,ATL 12 @ TEX 0 - 5/15/23 8:05PM,,Eddie Rosario,Lower  - 0.5 Singles
610,sspz8,TEX 0 vs ATL 12 - 5/15/23 8:05PM,o3o4E,Nathaniel Lowe,Lower  - 0.5 Singles
611,sspz8,CHC 4 @ HOU 6 - 5/15/23 8:10PM,o3o4E,Seiya Suzuki,Lower  - 0.5 Singles
612,sspz8,CHC 4 @ HOU 6 - 5/15/23 8:10PM,NT6cP,Dansby Swanson,Lower  - 0.5 Singles
613,sspz8,CHC 4 @ HOU 6 - 5/15/23 8:10PM,o3o4E,Yan Gomes,Lower  - 0.5 Singles
614,sspz8,TEX 0 vs ATL 12 - 5/15/23 8:05PM,NT6cP,Marcus Semien,Lower  - 0.5 Singles
615,sspz8,ATL 12 @ TEX 0 - 5/15/23 8:05PM,o3o4E,Michael Harris II,Lower  - 0.5 Singles
616,sspz8,ATL 12 @ TEX 0 - 5/15/23 8:05PM,NT6cP,Austin Riley,Lower  - 1.5 Total Bases
617,sspz8,ATL 12 @ TEX 0 - 5/15/23 8:05PM,o3o4E,Ozzie Albies,Lower  - 0.5 Singles
618,sspz8,ATL 12 @ TEX 0 - 5/15/23 8:05PM,,Travis d'Arnaud,Lower  - 0.5 Singles
619,sspz8,STL 18 vs MIL 1 - 5/15/23 7:45PM,NT6cP,Paul DeJong,Lower  - 0.5 Hits
620,sspz8,STL 18 vs MIL 1 - 5/15/23 7:45PM,o3o4E,Brendan Donovan,Lower  - 0.5 Singles
621,sspz8,STL 18 vs MIL 1 - 5/15/23 7:45PM,NT6cP,Nolan Arenado,Lower  - 0.5 Singles
622,sspz8,ATL 12 @ TEX 0 - 5/15/23 8:05PM,o3o4E,Ronald Acuña Jr.,Lower  - 0.5 Singles
623,sspz8,ATL 12 @ TEX 0 - 5/15/23 8:05PM,o3o4E,Ozzie Albies,Lower  - 0.5 Singles
624,sspz8,BOS 1 vs SEA 10 - 5/15/23 7:10PM,o3o4E,Jarren Duran,Lower  - 0.5 Singles
625,sspz8,MIL 1 @ STL 18 - 5/15/23 7:45PM,o3o4E,Christian Yelich,Lower  - 0.5 Singles
626,sspz8,MIL 1 @ STL 18 - 5/15/23 7:45PM,NT6cP,Joey Wiemer,Lower  - 0.5 Hits
627,sspz8,MIL 1 @ STL 18 - 5/15/23 7:45PM,o3o4E,Willy Adames,Lower  - 1.5 Hits + Runs + RBIs
628,sspz8,STL 18 vs MIL 1 - 5/15/23 7:45PM,NT6cP,Paul Goldschmidt,Lower  - 1.5 Hits + Runs + RBIs
629,sspz8,BOS 1 vs SEA 10 - 5/15/23 7:10PM,o3o4E,Alex Verdugo,Lower  - 1.5 Total Bases
630,sspz8,BOS 1 vs SEA 10 - 5/15/23 7:10PM,,Kiké Hernández,Lower  - 0.5 Singles
631,sspz8,BOS 1 vs SEA 10 - 5/15/23 7:10PM,o3o4E,Justin Turner,Lower  - 2.0 Hits + Runs + RBIs
632,sspz8,MIL 1 @ STL 18 - 5/15/23 7:45PM,o3o4E,Freddy Peralta,Lower  - 5.5 Strikeouts
633,sspz8,BOS 1 vs SEA 10 - 5/15/23 7:10PM,NT6cP,Rafael Devers,Lower  - 0.5 Singles
634,sspz8,BAL 5 vs LAA 9 - 5/15/23 6:35PM,NT6cP,Gunnar Henderson,Lower  - 0.5 Hits
635,sspz8,SEA 10 @ BOS 1 - 5/15/23 7:10PM,NT6cP,Teoscar Hernández,Lower  - 0.5 Singles
636,sspz8,SEA 10 @ BOS 1 - 5/15/23 7:10PM,NT6cP,Julio Rodríguez,Lower  - 1.5 Total Bases
637,sspz8,SEA 10 @ BOS 1 - 5/15/23 7:10PM,NT6cP,Eugenio Suárez,Lower  - 0.5 Singles
638,sspz8,SEA 10 @ BOS 1 - 5/15/23 7:10PM,NT6cP,Jarred Kelenic,Lower  - 0.5 Singles
639,sspz8,LAA 9 @ BAL 5 - 5/15/23 6:35PM,,Brandon Drury,Lower  - 0.5 Singles
640,sspz8,LAA 9 @ BAL 5 - 5/15/23 6:35PM,NT6cP,Mike Trout,Lower  - 1.5 Hits + Runs + RBIs
641,sspz8,LAA 9 @ BAL 5 - 5/15/23 6:35PM,o3o4E,Hunter Renfroe,Lower  - 0.5 Singles
642,sspz8,LAA 9 @ BAL 5 - 5/15/23 6:35PM,NT6cP,Luis Rengifo,Lower  - 0.5 Singles
643,sspz8,BAL 5 vs LAA 9 - 5/15/23 6:35PM,o3o4E,Adam Frazier,Lower  - 0.5 Singles
